Block,Homogeneity,PrimeType,Target,Response,VerbClass,Item,List,Subject
G,Heterogeneous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,3,35
C,Homogenous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,3,35
H,Heterogeneous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,3,35
F,Heterogeneous,Dispreferred,A nurse is showing his x-ray to a boy,0,Dative,19,3,35
A,Homogenous,Dispreferred,A nurse is handing  crutches to a girl,0,Dative,20,3,35
E,Heterogeneous,Preferred,A man is packing beers in a cooler,1,Locative,21,3,35
D,Heterogeneous,Dispreferred,A man is giving a gift to a little girl,1,Dative,22,3,35
H,Homogenous,Preferred,A man is drizzling cheese on his nachos,1,Locative,23,3,35
D,Heterogeneous,Preferred,A guy is showing a bouncer his ID,1,Dative,24,3,35
G,Heterogeneous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,3,35
B,Heterogeneous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,3,35
B,Heterogeneous,Preferred,A girl is handing a man a paintbrush,0,Dative,27,3,35
C,Homogenous,Preferred,A father is reading his little girl a book,1,Dative,28,3,35
A,Heterogeneous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,3,35
C,Heterogeneous,Dispreferred,A chef is brushing a turkey with butter,0,Locative,30,3,35
G,Homogenous,Preferred,A boy is throwing a man a baseball,1,Dative,31,3,35
C,Heterogeneous,Preferred,A baker is dusting powdered sugar on a cake,0,Locative,32,3,35
F,Homogenous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,4,36
G,Homogenous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,4,36
C,Heterogeneous,Preferred,The mother is dabbing alcohol to her daughter's cut,1,Locative,3,4,36
C,Heterogeneous,Dispreferred,The man is scattering the bed with rose petals,0,Locative,4,4,36
D,Heterogeneous,Dispreferred,The lawyer is showing the gun to the judge,0,Dative,5,4,36
G,Heterogeneous,Preferred,The girl is smearing jelly on her toast,1,Locative,6,4,36
F,Homogenous,Preferred,The elephant is spraying water on the clown,1,Locative,7,4,36
E,Heterogeneous,Preferred,The bus is splashing mud onto the people,1,Locative,8,4,36
A,Heterogeneous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,4,36
F,Heterogeneous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,4,36
A,Heterogeneous,Dispreferred,Santa Claus is stuffing stockings with fruit,0,Locative,11,4,36
E,Heterogeneous,Dispreferred,men are loading a truck with toxic waste,0,Locative,12,4,36
B,Heterogeneous,Dispreferred,An old woman is giving a cake to an old man,0,Dative,13,4,36
G,Homogenous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,4,36
F,Heterogeneous,Preferred,A woman is showing a man a dress,1,Dative,15,4,36
D,Homogenous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,4,36
H,Heterogeneous,Preferred,A woman is reading some kids a book,0,Dative,17,4,36
C,Homogenous,Preferred,A priest is reading the class the bible,1,Dative,18,4,36
E,Homogenous,Preferred,A nurse is showing a boy his x-ray,1,Dative,19,4,36
B,Homogenous,Dispreferred,A man is packing a cooler with beers,0,Locative,21,4,36
A,Homogenous,Preferred,A man is giving a little girl a gift,0,Dative,22,4,36
G,Heterogeneous,Dispreferred,A man is drizzling his nachos with cheese,0,Locative,23,4,36
E,Homogenous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,4,36
H,Homogenous,Dispreferred,A girl is sprinkling her soup with salt,1,Locative,25,4,36
C,Homogenous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,4,36
A,Homogenous,Dispreferred,A girl is handing a paintbrush to a man,0,Dative,27,4,36
B,Heterogeneous,Preferred,A father is reading his little girl a book,1,Dative,28,4,36
B,Homogenous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,4,36
D,Homogenous,Preferred,A chef is brushing butter on a turkey,1,Locative,30,4,36
H,Heterogeneous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,4,36
H,Homogenous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,4,36
E,Heterogeneous,Preferred,the woman is spritzing water on her plants,0,Locative,1,1,37
H,Heterogeneous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,1,37
D,Homogenous,Preferred,The mother is dabbing alcohol to her daughter's cut,0,Locative,3,1,37
H,Homogenous,Preferred,The man is scattering rose petals on the bed,1,Locative,4,1,37
E,Homogenous,Dispreferred,The lawyer is showing the gun to the judge,0,Dative,5,1,37
D,Homogenous,Dispreferred,The girl is smearing her toast with jelly,0,Locative,6,1,37
A,Heterogeneous,Preferred,The elephant is spraying water on the clown,0,Locative,7,1,37
F,Homogenous,Dispreferred,The bus is splashing the people with mud,0,Locative,8,1,37
F,Homogenous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,1,37
G,Homogenous,Preferred,Some guy is throwing his friend a frisbee,0,Dative,10,1,37
B,Homogenous,Preferred,Santa Claus is stuffing fruit into stocking,1,Locative,11,1,37
B,Homogenous,Dispreferred,men are loading a truck with toxic waste,0,Locative,12,1,37
A,Homogenous,Dispreferred,An old woman is giving a cake to an old man,0,Dative,13,1,37
F,Heterogeneous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,1,37
E,Homogenous,Preferred,A woman is showing a man a dress,0,Dative,15,1,37
C,Homogenous,Preferred,A woman is reading some kids a book,0,Dative,17,1,37
H,Heterogeneous,Preferred,A priest is reading the class the bible,1,Dative,18,1,37
F,Heterogeneous,Preferred,A nurse is showing a boy his x-ray,1,Dative,19,1,37
A,Homogenous,Preferred,A nurse is handing a girl crutches,1,Dative,20,1,37
E,Heterogeneous,Dispreferred,A man is packing a cooler with beers,0,Locative,21,1,37
D,Heterogeneous,Preferred,A man is giving a little girl a gift,0,Dative,22,1,37
H,Homogenous,Dispreferred,A man is drizzling his nachos with cheese,0,Locative,23,1,37
D,Heterogeneous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,1,37
G,Heterogeneous,Dispreferred,A girl is sprinkling her soup with salt,0,Locative,25,1,37
B,Heterogeneous,Preferred,A girl is reading a little boy a book,0,Dative,26,1,37
B,Heterogeneous,Dispreferred,A girl is handing a paintbrush to a man,0,Dative,27,1,37
C,Homogenous,Dispreferred,A father is reading a book to his little girl,0,Dative,28,1,37
A,Heterogeneous,Dispreferred,A clown is cramming a box with his shoes,1,Locative,29,1,37
C,Heterogeneous,Preferred,A chef is brushing butter on a turkey,1,Locative,30,1,37
G,Homogenous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,1,37
C,Heterogeneous,Dispreferred,A baker is dusting cake with powdered sugar,0,Locative,32,1,37
F,Homogenous,Preferred,the woman is spritzing water on her plants,1,Locative,1,2,38
G,Homogenous,Preferred,The quarterback is throwing his reciever the football,0,Dative,2,2,38
C,Heterogeneous,Dispreferred,The mother is dabbing her daughter's cut with alcohol,0,Locative,3,2,38
D,Heterogeneous,Preferred,The lawyer is showing the judge the gun,0,Dative,5,2,38
G,Heterogeneous,Dispreferred,The girl is smearing her toast with jelly,0,Locative,6,2,38
F,Homogenous,Dispreferred,The elephant is spraying the clown with water,1,Locative,7,2,38
E,Heterogeneous,Dispreferred,The bus is splashing the people with mud,0,Locative,8,2,38
A,Heterogeneous,Dispreferred,the artist is splattering his canvas with paint,0,Locative,9,2,38
F,Heterogeneous,Preferred,Some guy is throwing his friend a frisbee,1,Dative,10,2,38
A,Heterogeneous,Preferred,Santa Claus is stuffing fruit into stocking,0,Locative,11,2,38
E,Heterogeneous,Preferred,men are loading toxic waste on a truck,0,Locative,12,2,38
B,Heterogeneous,Preferred,An old woman is giving an old man a cake,1,Dative,13,2,38
G,Homogenous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,2,38
F,Heterogeneous,Dispreferred,A woman is showing a dress to a man,0,Dative,15,2,38
D,Homogenous,Preferred,A woman is rubbing lotion on a baby,1,Locative,16,2,38
H,Heterogeneous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,2,38
C,Homogenous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,2,38
E,Homogenous,Dispreferred,A nurse is showing his x-ray to a boy,1,Dative,19,2,38
D,Heterogeneous,Dispreferred,A nurse is handing  crutches to a girl,1,Dative,20,2,38
B,Homogenous,Preferred,A man is packing beers in a cooler,1,Locative,21,2,38
A,Homogenous,Dispreferred,A man is giving a gift to a little girl,1,Dative,22,2,38
G,Heterogeneous,Preferred,A man is drizzling cheese on his nachos,1,Locative,23,2,38
E,Homogenous,Preferred,A guy is showing a bouncer his ID,1,Dative,24,2,38
H,Homogenous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,2,38
C,Homogenous,Preferred,A girl is reading a little boy a book,0,Dative,26,2,38
A,Homogenous,Preferred,A girl is handing a man a paintbrush,1,Dative,27,2,38
B,Heterogeneous,Dispreferred,A father is reading a book to his little girl,0,Dative,28,2,38
D,Homogenous,Dispreferred,A chef is brushing a turkey with butter,1,Locative,30,2,38
H,Heterogeneous,Preferred,A boy is throwing a man a baseball,0,Dative,31,2,38
H,Homogenous,Dispreferred,A baker is dusting cake with powdered sugar,0,Locative,32,2,38
E,Heterogeneous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,3,39
H,Heterogeneous,Preferred,The quarterback is throwing his reciever the football,0,Dative,2,3,39
D,Homogenous,Dispreferred,The mother is dabbing his daughter's cut with alcohol,0,Locative,3,3,39
H,Homogenous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,3,39
E,Homogenous,Preferred,The lawyer is showing the judge the gun,1,Dative,5,3,39
A,Heterogeneous,Dispreferred,The elephant is spraying the clown with water,0,Locative,7,3,39
F,Homogenous,Preferred,The bus is splashing mud onto the people,1,Locative,8,3,39
F,Homogenous,Dispreferred,the artist is splattering his canvas with paint,1,Locative,9,3,39
G,Homogenous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,3,39
B,Homogenous,Dispreferred,Santa Claus is stuffing stockings with fruit,0,Locative,11,3,39
B,Homogenous,Preferred,men are loading toxic waste on a truck,1,Locative,12,3,39
A,Homogenous,Preferred,An old woman is giving an old man a cake,1,Dative,13,3,39
F,Heterogeneous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,3,39
E,Homogenous,Dispreferred,A woman is showing a dress to a man,1,Dative,15,3,39
G,Heterogeneous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,3,39
C,Homogenous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,3,39
H,Heterogeneous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,3,39
F,Heterogeneous,Dispreferred,A nurse is showing his x-ray to a boy,1,Dative,19,3,39
A,Homogenous,Dispreferred,A nurse is handing  crutches to a girl,0,Dative,20,3,39
E,Heterogeneous,Preferred,A man is packing beers in a cooler,1,Locative,21,3,39
D,Heterogeneous,Dispreferred,A man is giving a gift to a little girl,1,Dative,22,3,39
H,Homogenous,Preferred,A man is drizzling cheese on his nachos,1,Locative,23,3,39
G,Heterogeneous,Preferred,A girl is sprinkling salt on her soup,0,Locative,25,3,39
B,Heterogeneous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,3,39
B,Heterogeneous,Preferred,A girl is handing a man a paintbrush,1,Dative,27,3,39
C,Homogenous,Preferred,A father is reading his little girl a book,0,Dative,28,3,39
A,Heterogeneous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,3,39
C,Heterogeneous,Dispreferred,A chef is brushing a turkey with butter,0,Locative,30,3,39
G,Homogenous,Preferred,A boy is throwing a man a baseball,0,Dative,31,3,39
C,Heterogeneous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,3,39
F,Homogenous,Dispreferred,the woman is spritzing her plants with water,1,Locative,1,4,40
G,Homogenous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,4,40
C,Heterogeneous,Preferred,The mother is dabbing alcohol to her daughter's cut,1,Locative,3,4,40
E,Heterogeneous,Preferred,The bus is splashing mud onto the people,1,Locative,8,4,40
F,Heterogeneous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,4,40
A,Heterogeneous,Dispreferred,Santa Claus is stuffing stockings with fruit,0,Locative,11,4,40
E,Heterogeneous,Dispreferred,men are loading a truck with toxic waste,1,Locative,12,4,40
B,Heterogeneous,Dispreferred,An old woman is giving a cake to an old man,0,Dative,13,4,40
G,Homogenous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,4,40
F,Heterogeneous,Preferred,A woman is showing a man a dress,0,Dative,15,4,40
D,Homogenous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,4,40
H,Heterogeneous,Preferred,A woman is reading some kids a book,1,Dative,17,4,40
E,Homogenous,Preferred,A nurse is showing a boy his x-ray,1,Dative,19,4,40
D,Heterogeneous,Preferred,A nurse is handing a girl crutches,0,Dative,20,4,40
B,Homogenous,Dispreferred,A man is packing a cooler with beers,1,Locative,21,4,40
A,Homogenous,Preferred,A man is giving a little girl a gift,1,Dative,22,4,40
G,Heterogeneous,Dispreferred,A man is drizzling his nachos with cheese,1,Locative,23,4,40
E,Homogenous,Dispreferred,A guy is showing his ID to a bouncer,1,Dative,24,4,40
C,Homogenous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,4,40
A,Homogenous,Dispreferred,A girl is handing a paintbrush to a man,1,Dative,27,4,40
B,Heterogeneous,Preferred,A father is reading his little girl a book,0,Dative,28,4,40
B,Homogenous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,4,40
H,Heterogeneous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,4,40
H,Homogenous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,4,40
E,Heterogeneous,Preferred,the woman is spritzing water on her plants,0,Locative,1,1,41
H,Heterogeneous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,1,41
H,Homogenous,Preferred,The man is scattering rose petals on the bed,1,Locative,4,1,41
E,Homogenous,Dispreferred,The lawyer is showing the gun to the judge,0,Dative,5,1,41
A,Heterogeneous,Preferred,The elephant is spraying water on the clown,1,Locative,7,1,41
F,Homogenous,Dispreferred,The bus is splashing the people with mud,1,Locative,8,1,41
F,Homogenous,Preferred,the artist is splattering paint on his canvas,0,Locative,9,1,41
G,Homogenous,Preferred,Some guy is throwing his friend a frisbee,0,Dative,10,1,41
B,Homogenous,Preferred,Santa Claus is stuffing fruit into stocking,0,Locative,11,1,41
B,Homogenous,Dispreferred,men are loading a truck with toxic waste,0,Locative,12,1,41
A,Homogenous,Dispreferred,An old woman is giving a cake to an old man,1,Dative,13,1,41
F,Heterogeneous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,1,41
E,Homogenous,Preferred,A woman is showing a man a dress,0,Dative,15,1,41
G,Heterogeneous,Preferred,A woman is rubbing location on a baby,1,Locative,16,1,41
C,Homogenous,Preferred,A woman is reading some kids a book,0,Dative,17,1,41
H,Heterogeneous,Preferred,A priest is reading the class the bible,0,Dative,18,1,41
F,Heterogeneous,Preferred,A nurse is showing a boy his x-ray,0,Dative,19,1,41
A,Homogenous,Preferred,A nurse is handing a girl crutches,1,Dative,20,1,41
E,Heterogeneous,Dispreferred,A man is packing a cooler with beers,0,Locative,21,1,41
D,Heterogeneous,Preferred,A man is giving a little girl a gift,0,Dative,22,1,41
H,Homogenous,Dispreferred,A man is drizzling his nachos with cheese,0,Locative,23,1,41
D,Heterogeneous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,1,41
G,Heterogeneous,Dispreferred,A girl is sprinkling her soup with salt,0,Locative,25,1,41
B,Heterogeneous,Preferred,A girl is reading a little boy a book,0,Dative,26,1,41
B,Heterogeneous,Dispreferred,A girl is handing a paintbrush to a man,1,Dative,27,1,41
C,Homogenous,Dispreferred,A father is reading a book to his little girl,1,Dative,28,1,41
A,Heterogeneous,Dispreferred,A clown is cramming a box with his shoes,0,Locative,29,1,41
C,Heterogeneous,Preferred,A chef is brushing butter on a turkey,1,Locative,30,1,41
C,Heterogeneous,Dispreferred,A baker is dusting cake with powdered sugar,1,Locative,32,1,41
F,Homogenous,Preferred,the woman is spritzing water on her plants,1,Locative,1,2,42
G,Homogenous,Preferred,The quarterback is throwing his reciever the football,1,Dative,2,2,42
C,Heterogeneous,Dispreferred,The mother is dabbing her daughter's cut with alcohol,0,Locative,3,2,42
C,Heterogeneous,Preferred,The man is scattering rose petals on the bed,1,Locative,4,2,42
D,Heterogeneous,Preferred,The lawyer is showing the judge the gun,1,Dative,5,2,42
G,Heterogeneous,Dispreferred,The girl is smearing her toast with jelly,1,Locative,6,2,42
F,Homogenous,Dispreferred,The elephant is spraying the clown with water,0,Locative,7,2,42
E,Heterogeneous,Dispreferred,The bus is splashing the people with mud,1,Locative,8,2,42
A,Heterogeneous,Dispreferred,the artist is splattering his canvas with paint,1,Locative,9,2,42
F,Heterogeneous,Preferred,Some guy is throwing his friend a frisbee,1,Dative,10,2,42
E,Heterogeneous,Preferred,men are loading toxic waste on a truck,1,Locative,12,2,42
B,Heterogeneous,Preferred,An old woman is giving an old man a cake,1,Dative,13,2,42
G,Homogenous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,2,42
F,Heterogeneous,Dispreferred,A woman is showing a dress to a man,0,Dative,15,2,42
D,Homogenous,Preferred,A woman is rubbing lotion on a baby,1,Locative,16,2,42
H,Heterogeneous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,2,42
C,Homogenous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,2,42
E,Homogenous,Dispreferred,A nurse is showing his x-ray to a boy,1,Dative,19,2,42
D,Heterogeneous,Dispreferred,A nurse is handing  crutches to a girl,0,Dative,20,2,42
B,Homogenous,Preferred,A man is packing beers in a cooler,0,Locative,21,2,42
A,Homogenous,Dispreferred,A man is giving a gift to a little girl,1,Dative,22,2,42
G,Heterogeneous,Preferred,A man is drizzling cheese on his nachos,1,Locative,23,2,42
E,Homogenous,Preferred,A guy is showing a bouncer his ID,1,Dative,24,2,42
C,Homogenous,Preferred,A girl is reading a little boy a book,1,Dative,26,2,42
A,Homogenous,Preferred,A girl is handing a man a paintbrush,0,Dative,27,2,42
B,Heterogeneous,Dispreferred,A father is reading a book to his little girl,1,Dative,28,2,42
D,Homogenous,Dispreferred,A chef is brushing a turkey with butter,1,Locative,30,2,42
H,Heterogeneous,Preferred,A boy is throwing a man a baseball,1,Dative,31,2,42
H,Homogenous,Dispreferred,A baker is dusting cake with powdered sugar,1,Locative,32,2,42
E,Heterogeneous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,3,43
H,Heterogeneous,Preferred,The quarterback is throwing his reciever the football,0,Dative,2,3,43
D,Homogenous,Dispreferred,The mother is dabbing his daughter's cut with alcohol,1,Locative,3,3,43
H,Homogenous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,3,43
E,Homogenous,Preferred,The lawyer is showing the judge the gun,0,Dative,5,3,43
D,Homogenous,Preferred,The girl is smearing jelly on her toast,1,Locative,6,3,43
A,Heterogeneous,Dispreferred,The elephant is spraying the clown with water,0,Locative,7,3,43
F,Homogenous,Preferred,The bus is splashing mud onto the people,1,Locative,8,3,43
G,Homogenous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,3,43
B,Homogenous,Dispreferred,Santa Claus is stuffing stockings with fruit,1,Locative,11,3,43
B,Homogenous,Preferred,men are loading toxic waste on a truck,1,Locative,12,3,43
A,Homogenous,Preferred,An old woman is giving an old man a cake,1,Dative,13,3,43
F,Heterogeneous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,3,43
E,Homogenous,Dispreferred,A woman is showing a dress to a man,0,Dative,15,3,43
G,Heterogeneous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,3,43
C,Homogenous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,3,43
H,Heterogeneous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,3,43
F,Heterogeneous,Dispreferred,A nurse is showing his x-ray to a boy,1,Dative,19,3,43
A,Homogenous,Dispreferred,A nurse is handing  crutches to a girl,1,Dative,20,3,43
E,Heterogeneous,Preferred,A man is packing beers in a cooler,1,Locative,21,3,43
D,Heterogeneous,Dispreferred,A man is giving a gift to a little girl,1,Dative,22,3,43
H,Homogenous,Preferred,A man is drizzling cheese on his nachos,1,Locative,23,3,43
D,Heterogeneous,Preferred,A guy is showing a bouncer his ID,1,Dative,24,3,43
G,Heterogeneous,Preferred,A girl is sprinkling salt on her soup,1,Locative,25,3,43
B,Heterogeneous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,3,43
B,Heterogeneous,Preferred,A girl is handing a man a paintbrush,0,Dative,27,3,43
C,Homogenous,Preferred,A father is reading his little girl a book,0,Dative,28,3,43
A,Heterogeneous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,3,43
C,Heterogeneous,Dispreferred,A chef is brushing a turkey with butter,0,Locative,30,3,43
G,Homogenous,Preferred,A boy is throwing a man a baseball,0,Dative,31,3,43
C,Heterogeneous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,3,43
F,Homogenous,Dispreferred,the woman is spritzing her plants with water,1,Locative,1,4,44
G,Homogenous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,4,44
C,Heterogeneous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,4,44
D,Heterogeneous,Dispreferred,The lawyer is showing the gun to the judge,0,Dative,5,4,44
G,Heterogeneous,Preferred,The girl is smearing jelly on her toast,1,Locative,6,4,44
F,Homogenous,Preferred,The elephant is spraying water on the clown,1,Locative,7,4,44
E,Heterogeneous,Preferred,The bus is splashing mud onto the people,1,Locative,8,4,44
A,Heterogeneous,Preferred,the artist is splattering paint on his canvas,1,Locative,9,4,44
F,Heterogeneous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,4,44
E,Heterogeneous,Dispreferred,men are loading a truck with toxic waste,1,Locative,12,4,44
B,Heterogeneous,Dispreferred,An old woman is giving a cake to an old man,0,Dative,13,4,44
G,Homogenous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,4,44
F,Heterogeneous,Preferred,A woman is showing a man a dress,0,Dative,15,4,44
D,Homogenous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,4,44
H,Heterogeneous,Preferred,A woman is reading some kids a book,0,Dative,17,4,44
C,Homogenous,Preferred,A priest is reading the class the bible,0,Dative,18,4,44
E,Homogenous,Preferred,A nurse is showing a boy his x-ray,0,Dative,19,4,44
D,Heterogeneous,Preferred,A nurse is handing a girl crutches,0,Dative,20,4,44
B,Homogenous,Dispreferred,A man is packing a cooler with beers,1,Locative,21,4,44
A,Homogenous,Preferred,A man is giving a little girl a gift,0,Dative,22,4,44
G,Heterogeneous,Dispreferred,A man is drizzling his nachos with cheese,1,Locative,23,4,44
E,Homogenous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,4,44
H,Homogenous,Dispreferred,A girl is sprinkling her soup with salt,1,Locative,25,4,44
C,Homogenous,Dispreferred,A girl is reading a book to a little boy,0,Dative,26,4,44
A,Homogenous,Dispreferred,A girl is handing a paintbrush to a man,0,Dative,27,4,44
B,Heterogeneous,Preferred,A father is reading his little girl a book,0,Dative,28,4,44
B,Homogenous,Preferred,A clown is cramming his shoes into a  box,1,Locative,29,4,44
D,Homogenous,Preferred,A chef is brushing butter on a turkey,1,Locative,30,4,44
H,Heterogeneous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,4,44
H,Homogenous,Preferred,A baker is dusting powdered sugar on a cake,1,Locative,32,4,44
E,Heterogeneous,Preferred,the woman is spritzing water on her plants,0,Locative,1,1,45
H,Heterogeneous,Dispreferred,The quarterback is throwing the football to his receiver,0,Dative,2,1,45
D,Homogenous,Preferred,The mother is dabbing alcohol to her daughter's cut,1,Locative,3,1,45
H,Homogenous,Preferred,The man is scattering rose petals on the bed,1,Locative,4,1,45
E,Homogenous,Dispreferred,The lawyer is showing the gun to the judge,1,Dative,5,1,45
A,Heterogeneous,Preferred,The elephant is spraying water on the clown,1,Locative,7,1,45
F,Homogenous,Dispreferred,The bus is splashing the people with mud,0,Locative,8,1,45
F,Homogenous,Preferred,the artist is splattering paint on his canvas,0,Locative,9,1,45
G,Homogenous,Preferred,Some guy is throwing his friend a frisbee,1,Dative,10,1,45
B,Homogenous,Preferred,Santa Claus is stuffing fruit into stocking,1,Locative,11,1,45
B,Homogenous,Dispreferred,men are loading a truck with toxic waste,1,Locative,12,1,45
A,Homogenous,Dispreferred,An old woman is giving a cake to an old man,1,Dative,13,1,45
F,Heterogeneous,Dispreferred,A woman is tossing a beachball to a patient,0,Dative,14,1,45
E,Homogenous,Preferred,A woman is showing a man a dress,1,Dative,15,1,45
G,Heterogeneous,Preferred,A woman is rubbing location on a baby,0,Locative,16,1,45
C,Homogenous,Preferred,A woman is reading some kids a book,1,Dative,17,1,45
F,Heterogeneous,Preferred,A nurse is showing a boy his x-ray,1,Dative,19,1,45
A,Homogenous,Preferred,A nurse is handing a girl crutches,1,Dative,20,1,45
E,Heterogeneous,Dispreferred,A man is packing a cooler with beers,0,Locative,21,1,45
D,Heterogeneous,Preferred,A man is giving a little girl a gift,0,Dative,22,1,45
H,Homogenous,Dispreferred,A man is drizzling his nachos with cheese,1,Locative,23,1,45
D,Heterogeneous,Dispreferred,A guy is showing his ID to a bouncer,0,Dative,24,1,45
B,Heterogeneous,Preferred,A girl is reading a little boy a book,0,Dative,26,1,45
B,Heterogeneous,Dispreferred,A girl is handing a paintbrush to a man,1,Dative,27,1,45
C,Homogenous,Dispreferred,A father is reading a book to his little girl,1,Dative,28,1,45
G,Homogenous,Dispreferred,A boy is throwing a baseball to a man,0,Dative,31,1,45
C,Heterogeneous,Dispreferred,A baker is dusting cake with powdered sugar,0,Locative,32,1,45
E,Heterogeneous,Dispreferred,the woman is spritzing her plants with water,0,Locative,1,3,46
H,Heterogeneous,Preferred,The quarterback is throwing his reciever the football,1,Dative,2,3,46
H,Homogenous,Dispreferred,The man is scattering the bed with rose petals,1,Locative,4,3,46
E,Homogenous,Preferred,The lawyer is showing the judge the gun,0,Dative,5,3,46
D,Homogenous,Preferred,The girl is smearing jelly on her toast,1,Locative,6,3,46
A,Heterogeneous,Dispreferred,The elephant is spraying the clown with water,0,Locative,7,3,46
F,Homogenous,Preferred,The bus is splashing mud onto the people,1,Locative,8,3,46
F,Homogenous,Dispreferred,the artist is splattering his canvas with paint,1,Locative,9,3,46
G,Homogenous,Dispreferred,Some guy is throwing a frisbee to his friend,0,Dative,10,3,46
B,Homogenous,Dispreferred,Santa Claus is stuffing stockings with fruit,0,Locative,11,3,46
B,Homogenous,Preferred,men are loading toxic waste on a truck,1,Locative,12,3,46
A,Homogenous,Preferred,An old woman is giving an old man a cake,1,Dative,13,3,46
F,Heterogeneous,Preferred,A woman is tossing a patient a beachball,0,Dative,14,3,46
E,Homogenous,Dispreferred,A woman is showing a dress to a man,0,Dative,15,3,46
G,Heterogeneous,Dispreferred,A woman is rubbing a baby with lotion,1,Locative,16,3,46
C,Homogenous,Dispreferred,A woman is reading a book to some kids,0,Dative,17,3,46
H,Heterogeneous,Dispreferred,A priest is reading the bible to the class,0,Dative,18,3,46
F,Heterogeneous,Dispreferred,A nurse is showing his x-ray to a boy,0,Dative,19,3,46
A,Homogenous,Dispreferred,A nurse is handing  crutches to a girl,1,Dative,20,3,46
E,Heterogeneous,Preferred,A man is packing beers in a cooler,1,Locative,21,3,46
D,Heterogeneous,Dispreferred,A man is giving a gift to a little girl,0,Dative,22,3,46
H,Homogenous,Preferred,A man is drizzling cheese on his nachos,0,Locative,23,3,46
D,Heterogeneous,Preferred,A guy is showing a bouncer his ID,0,Dative,24,3,46
