,soa,Noun,VerbType,Pic,Distractor,Verb,Relatedness,DistractorType,Subj,Order,Block,Ncategory,expName,session,participant,Transcription,transcription,R0,R1,R2,R3,R4,R5,R6,utterance,Vagr,Vcodability,unaccusativity,obj,Item,OnsetThe,Onset,The,dog,above,the,apple,is,AppleIs
3834,negative,violin,Unacc,clownUnacc.jpeg,shake,grow,Unrelated,Verb,clown,90,3,instrument,List4,1,44,{SL} The clown below the violin is growing,NA,1011.3,109.8,1756,359.2,129.7,409.1,129.7,1,0.7,1.918,1,default,clownUnacc.jpeg.default,1121.1,1011.3,109.8,1756,359.2,129.7,409.1,129.7,538.8
3835,negative,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Related,Verb,rabbit,91,3,building,List4,1,44,{SL} The rabbit above the church is shaking,NA,1220.9,79.8,329.2,229.5,109.8,618.6,79.8,1,0.54,2.711,0.8,default,rabbitUnacc.jpeg.default,1300.7,1220.9,79.8,329.2,229.5,109.8,618.6,79.8,698.4
3836,negative,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Related,Verb,cowboy,92,3,instrument,List4,1,44,{SL} The cowboy above the piano is winking,NA,1360.5,109.8,269.4,468.9,69.9,528.8,159.6,1,0.64,1.628,0.24,default,cowboyUnerg.jpeg.default,1470.3,1360.5,109.8,269.4,468.9,69.9,528.8,159.6,688.4
3837,negative,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Unrelated,Verb,octopus,93,3,tool,List4,1,44,{SL} The octopus below the spoon is boiling,NA,1001.4,109.7,439,239.5,89.8,369.1,159.7,1,0.5,2.319,0.96,default,octopusUnacc.jpeg.default,1111.1,1001.4,109.7,439,239.5,89.8,369.1,159.7,528.8
3838,negative,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Related,Verb,monkey,94,3,fruit,List4,1,44,{SL} The monkey above the carrot is tripping,NA,771.9,99.8,498.8,289.4,109.7,339.2,149.7,1,0.36,3.082,0.59,default,monkeyUnacc.jpeg.default,871.7,771.9,99.8,498.8,289.4,109.7,339.2,149.7,488.9
3839,simultaneous,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Unrelated,Verb,cowboy,95,3,weapon,List4,1,44,{SL} The cowboy above the sword is falling,NA,1380.5,109.7,888,409.1,59.9,349.2,149.6,1,0.84,1.114,0.98,default,cowboyUnacc.jpeg.default,1490.2,1380.5,109.7,888,409.1,59.9,349.2,149.6,498.8
3840,simultaneous,chair,Unerg,rabitUnerg.jpeg,swim,smile,Unrelated,Verb,rabit,96,3,funiture,List4,1,44,{SL} The rabbit above the chair is smiling,NA,1051.2,139.7,369.2,279.4,59.8,419.1,79.8,1,0.46,2.955,0.11,default,rabitUnerg.jpeg.default,1190.9,1051.2,139.7,369.2,279.4,59.8,419.1,79.8,498.9
3841,simultaneous,desk,Unacc,boyUnacc.jpeg,shrink,float,Unrelated,Verb,boy,1,1,funiture,List5,1,45,{SL} The boy below the lighthouse is floating,NA,1051.2,598.7,518.8,548.8,109.7,638.6,1656.2,1,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,1649.9,1051.2,598.7,518.8,548.8,109.7,638.6,1656.2,2294.8
3842,simultaneous,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Related,Verb,rabbit,2,1,building,List5,1,45,{SL} The rabbit above the chair is shaking,NA,881.6,868.1,468.9,269.4,79.8,449,119.7,1,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,1749.7,881.6,868.1,468.9,269.4,79.8,449,119.7,568.7
3843,negative,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Related,Verb,clown,3,1,weapon,List5,1,45,{SL} The clown below the violin is walking,NA,821.8,119.7,369.2,319.2,89.8,568.7,329.3,1,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,941.5,821.8,119.7,369.2,319.2,89.8,568.7,329.3,898
3844,negative,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Unrelated,Verb,penguine,4,1,tool,List5,1,45,{SL} The penguin below the tomato is bouncing,NA,951.5,99.7,399.1,239.5,99.8,538.7,359.2,1,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,1051.2,951.5,99.7,399.1,239.5,99.8,538.7,359.2,897.9
3845,simultaneous,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Related,Verb,ballerina,5,1,weapon,List5,1,45,{SL} The ballerina above the harp is shrinking,NA,1290.7,189.6,858,409.1,119.7,339.2,249.5,1,0.76,1.56,0.92,reverse,ballerinaUnacc.jpeg.reverse,1480.3,1290.7,189.6,858,409.1,119.7,339.2,249.5,588.7
3846,simultaneous,windmill,Unerg,chefUnerg.jpeg,bark,yell,Related,Verb,chef,6,1,building,List5,1,45,{SL} The chef above the drawer is yelling,NA,981.4,109.8,399,369.2,119.7,578.7,379.2,1,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1091.2,981.4,109.8,399,369.2,119.7,578.7,379.2,957.9
3847,negative,hammer,Unacc,dogUnacc.jpeg,trip,spin,Related,Verb,dog,7,1,tool,List5,1,45,{SL} The dog above the apple is spinning,NA,1220.9,239.4,329.3,279.3,139.7,369.2,119.7,1,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,1460.3,1220.9,239.4,329.3,279.3,139.7,369.2,119.7,488.9
3848,negative,chair,Unerg,rabitUnerg.jpeg,swim,smile,Unrelated,Verb,rabit,8,1,funiture,List5,1,45,{SL} The rabbit above the church is smiling,NA,921.5,169.7,319.2,309.3,69.9,389.1,59.8,1,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,1091.2,921.5,169.7,319.2,309.3,69.9,389.1,59.8,448.9
3849,simultaneous,apple,Unerg,dogUnerg.jpeg,yawn,bark,Unrelated,Verb,dog,9,1,fruit,List5,1,45,{SL} The dog above the hammer is barking,NA,871.7,99.7,379.2,329.2,99.8,429,259.4,1,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,971.4,871.7,99.7,379.2,329.2,99.8,429,259.4,688.4
3850,simultaneous,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Related,Verb,penguine,10,1,fruit,List5,1,45,{SL} The penguin below the drill is sneezing,NA,761.9,149.7,458.9,389.1,249.5,379.1,279.4,1,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,911.6,761.9,149.7,458.9,389.1,249.5,379.1,279.4,658.5
3851,simultaneous,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Related,Verb,monkey,11,1,fruit,List5,1,45,{SL} The monkey above the knife is tripping,NA,771.9,69.8,379.2,279.3,59.9,638.5,199.6,1,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,841.7,771.9,69.8,379.2,279.3,59.9,638.5,199.6,838.1
3852,negative,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Unrelated,Verb,cowboy,12,1,weapon,List5,1,45,{SL} The cowboy above the piano is falling,NA,1151,79.8,469,329.2,69.9,389.1,189.6,1,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,1230.8,1151,79.8,469,329.2,69.9,389.1,189.6,578.7
3853,simultaneous,violin,Unacc,clownUnacc.jpeg,shake,grow,Unrelated,Verb,clown,13,1,instrument,List5,1,45,{SL} The clown below the canon is growing,NA,1121.1,69.8,429.1,309.3,159.6,638.5,299.4,1,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,1190.9,1121.1,69.8,429.1,309.3,159.6,638.5,299.4,937.9
3854,simultaneous,gun,Unerg,pirateUnerg.jpeg,walk,cough,Unrelated,Verb,pirate,14,1,weapon,List5,1,45,{SL} The pirate below the guitar is coughing,NA,1200.9,79.8,439,269.4,99.8,458.9,229.5,12,0.7,0.987,0,reverse,pirateUnerg.jpeg.reverse,1280.7,1200.9,79.8,439,269.4,99.8,458.9,229.5,688.4
3855,negative,lemon,Unerg,octopusUnerg.jpeg,run,swim,Related,Verb,octopus,15,1,fruit,List5,1,45,{SL} The octopus below the spoon is swimming,NA,861.7,189.5,538.8,219.5,89.8,449,139.7,12,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,1051.2,861.7,189.5,538.8,219.5,89.8,449,139.7,588.7
3856,simultaneous,table,Unerg,snailUnerg.jpeg,wink,crawl,Unrelated,Verb,snail,16,1,funiture,List5,1,45,{SL} The snail below the castle is crawling,NA,NA,NA,NA,NA,NA,NA,NA,13,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3857,negative,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Related,Verb,boy,17,1,building,List5,1,45,{SL} The boy below the desk is yawning,NA,821.8,79.8,359.2,239.4,99.8,389.1,199.6,12,0.82,0.771,0.18,reverse,boyUnerg.jpeg.reverse,901.6,821.8,79.8,359.2,239.4,99.8,389.1,199.6,588.7
3858,simultaneous,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Unrelated,Verb,octopus,18,1,tool,List5,1,45,{SL} The octopus below the lemon is boiling,NA,662.1,698.4,528.8,199.6,89.8,339.2,149.7,12,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,1360.5,662.1,698.4,528.8,199.6,89.8,339.2,149.7,488.9
3859,simultaneous,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Related,Verb,cowboy,19,1,instrument,List5,1,45,{SL} The cowboy above the sword is winking,NA,1141,109.8,459,578.6,389.2,508.8,219.5,9,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,1250.8,1141,109.8,459,578.6,389.2,508.8,219.5,728.3
3860,negative,castle,Unacc,snailUnacc.jpeg,boil,melt,Related,Verb,snail,20,1,building,List5,1,45,{SL} The snail below the table is melting,NA,821.8,119.7,688.4,309.3,99.8,518.8,229.5,12,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,941.5,821.8,119.7,688.4,309.3,99.8,518.8,229.5,748.3
3861,negative,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Related,Verb,pirate,21,1,instrument,List5,1,45,{SL} The pirate below the gun is sinking,NA,1131.1,99.7,628.6,249.4,109.8,518.8,568.7,12,0.72,1.649,0.92,reverse,pirateUnacc.jpeg.reverse,1230.8,1131.1,99.7,628.6,249.4,109.8,518.8,568.7,1087.5
3862,negative,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Unrelated,Verb,ballerina,22,1,instrument,List5,1,45,{SL} The ballerina above the ax is running,NA,1250.8,79.8,528.8,309.3,69.8,329.3,139.7,1,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,1330.6,1250.8,79.8,528.8,309.3,69.8,329.3,139.7,469
3863,negative,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Unrelated,Verb,monkey,23,1,tool,List5,1,45,{SL} The monkey above the carrot is sleeping,NA,801.8,99.8,359.2,229.4,69.9,449,99.7,1,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,901.6,801.8,99.8,359.2,229.4,69.9,449,99.7,548.7
3864,negative,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Unrelated,Verb,chef,24,1,funiture,List5,1,45,{SL} The chef above the windmill is drowning,NA,1260.8,339.2,468.9,409.1,59.9,528.8,169.6,1,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,1600,1260.8,339.2,468.9,409.1,59.9,528.8,169.6,698.4
3865,negative,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Related,Verb,octopus,25,2,tool,List5,1,45,{SL} The octopus below the lemon is boiling,NA,991.4,169.6,538.8,249.4,119.7,299.4,159.6,1,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,1161,991.4,169.6,538.8,249.4,119.7,299.4,159.6,459
3866,simultaneous,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Unrelated,Verb,ballerina,26,2,weapon,List5,1,45,{SL} The ballerina above the harp is shrinking,NA,742,99.7,528.8,339.3,89.7,289.4,379.1,1,0.76,1.56,0.92,reverse,ballerinaUnacc.jpeg.reverse,841.7,742,99.7,528.8,339.3,89.7,289.4,379.1,668.5
3867,negative,desk,Unacc,boyUnacc.jpeg,drown,float,Related,Verb,boy,27,2,funiture,List5,1,45,{SL} The boy below the lighthouse is floating,NA,1560.1,299.3,259.4,319.3,59.9,538.7,119.8,1,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,1859.4,1560.1,299.3,259.4,319.3,59.9,538.7,119.8,658.5
3868,simultaneous,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Related,Verb,cowboy,28,2,weapon,List5,1,45,{SL} The cowboy above the piano is falling,NA,941.5,109.7,339.3,478.9,79.8,508.8,369.2,1,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,1051.2,941.5,109.7,339.3,478.9,79.8,508.8,369.2,878
3869,negative,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Unrelated,Verb,pirate,29,2,instrument,List5,1,45,{SL} The pirate below the gun is sinking,NA,NA,NA,NA,NA,NA,NA,NA,6,0.72,1.649,0.92,reverse,pirateUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3870,simultaneous,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Unrelated,Verb,chef,30,2,building,List5,1,45,{SL} The chef above the drawer is yelling,NA,1250.8,119.7,359.2,399.1,79.8,858.1,409,1,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1370.5,1250.8,119.7,359.2,399.1,79.8,858.1,409,1267.1
3871,negative,violin,Unacc,clownUnacc.jpeg,shrink,grow,Related,Verb,clown,31,2,instrument,List5,1,45,{SL} The clown below the canon is growing,NA,1440.4,109.7,608.6,309.3,99.8,459,189.5,1,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,1550.1,1440.4,109.7,608.6,309.3,99.8,459,189.5,648.5
3872,simultaneous,drill,Unacc,penguineUnacc.jpeg,shake,bounce,Related,Verb,penguine,32,2,tool,List5,1,45,{SL} The penguin below the tomato is bouncing,NA,682.1,109.7,419.1,209.5,109.8,568.7,189.5,1,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,791.8,682.1,109.7,419.1,209.5,109.8,568.7,189.5,758.2
3873,simultaneous,dresser,Unacc,chefUnacc.jpeg,float,drown,Related,Verb,chef,33,2,funiture,List5,1,45,{SL} The chef above the windmill is drowning,NA,NA,NA,NA,NA,NA,NA,NA,8,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3874,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Related,Verb,ballerina,34,2,instrument,List5,1,45,{SL} The ballerina above the ax is running,NA,652.2,89.8,518.8,329.2,209.5,259.5,149.6,1,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,742,652.2,89.8,518.8,329.2,209.5,259.5,149.6,409.1
3875,negative,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Unrelated,Verb,octopus,35,2,fruit,List5,1,45,{SL} The octopus below the spoon is swimming,NA,891.6,129.7,478.9,259.4,99.8,379.1,89.8,1,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,1021.3,891.6,129.7,478.9,259.4,99.8,379.1,89.8,468.9
3876,negative,castle,Unacc,snailUnacc.jpeg,trip,melt,Unrelated,Verb,snail,36,2,building,List5,1,45,{SL} The snail below the table is melting,NA,1131.1,99.7,409.1,259.4,79.8,488.9,139.7,1,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,1230.8,1131.1,99.7,409.1,259.4,79.8,488.9,139.7,628.6
3877,simultaneous,chair,Unerg,rabitUnerg.jpeg,wink,smile,Related,Verb,rabit,37,2,funiture,List5,1,45,{SL} The rabbit above the church is smiling,NA,1181,389.1,399.1,299.3,89.8,349.2,69.8,1,0.46,2.955,0.11,reverse,rabitUnerg.jpeg.reverse,1570.1,1181,389.1,399.1,299.3,89.8,349.2,69.8,419
3878,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Related,Verb,monkey,38,2,tool,List5,1,45,{SL} The monkey above the carrot is sleeping,NA,NA,NA,NA,NA,NA,NA,NA,14,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3879,simultaneous,church,Unacc,rabbitUnacc.jpeg,grow,shake,Unrelated,Verb,rabbit,39,2,building,List5,1,45,{SL} The rabbit above the chair is shaking,NA,1610,409,429.1,498.8,99.8,608.6,169.6,1,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,2019,1610,409,429.1,498.8,99.8,608.6,169.6,778.2
3880,negative,apple,Unerg,dogUnerg.jpeg,yell,bark,Related,Verb,dog,40,2,fruit,List5,1,45,{SL} The dog above the hammer is barking,NA,771.9,109.7,379.2,409,139.7,459,249.4,1,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,881.6,771.9,109.7,379.2,409,139.7,459,249.4,708.4
3881,simultaneous,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Unrelated,Verb,cowboy,41,2,instrument,List5,1,45,{SL} The cowboy above the sword is winking,NA,921.5,99.8,459,568.7,139.7,478.9,139.7,1,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,1021.3,921.5,99.8,459,568.7,139.7,478.9,139.7,618.6
3882,simultaneous,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Unrelated,Verb,penguine,42,2,fruit,List5,1,45,{SL} The penguin below the drill is sneezing,NA,771.9,119.7,608.6,369.2,917.9,409.1,169.6,1,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,891.6,771.9,119.7,608.6,369.2,917.9,409.1,169.6,578.7
3883,negative,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Related,Verb,pirate,43,2,weapon,List5,1,45,{SL} The pirate below the guitar is coughing,NA,NA,NA,NA,NA,NA,NA,NA,3,0.7,0.987,0,reverse,pirateUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3884,negative,table,Unerg,snailUnerg.jpeg,walk,crawl,Related,Verb,snail,44,2,funiture,List5,1,45,{SL} The snail below the castle is crawling,NA,NA,NA,NA,NA,NA,NA,NA,2,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3885,negative,cannon,Unerg,clownUnerg.jpeg,cough,walk,Unrelated,Verb,clown,45,2,weapon,List5,1,45,{SL} The clown below the violin is walking,NA,1530.2,878,448.9,339.3,269.4,568.7,129.7,1,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,2408.2,1530.2,878,448.9,339.3,269.4,568.7,129.7,698.4
3886,simultaneous,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Unrelated,Verb,monkey,46,2,fruit,List5,1,45,{SL} The monkey above the knife is tripping,NA,1131.1,119.7,409.1,458.9,538.8,409.1,458.9,1,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,1250.8,1131.1,119.7,409.1,458.9,538.8,409.1,458.9,868
3887,negative,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Unrelated,Verb,boy,47,2,building,List5,1,45,{SL} The boy below the desk is yawning,NA,821.8,129.7,349.2,419,99.8,369.2,149.6,1,0.82,0.771,0.18,reverse,boyUnerg.jpeg.reverse,951.5,821.8,129.7,349.2,419,99.8,369.2,149.6,518.8
3888,negative,hammer,Unacc,dogUnacc.jpeg,sink,spin,Unrelated,Verb,dog,48,2,tool,List5,1,45,{SL} The dog above the apple is spinning,NA,532.4,79.8,289.4,229.5,109.7,429,59.9,1,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,612.2,532.4,79.8,289.4,229.5,109.7,429,59.9,488.9
3889,simultaneous,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Related,Verb,boy,49,3,building,List5,1,45,{SL} The boy below the desk is yawning,NA,NA,NA,NA,NA,NA,NA,NA,4,0.82,0.771,0.18,reverse,boyUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3890,negative,gun,Unerg,pirateUnerg.jpeg,walk,cough,Unrelated,Verb,pirate,50,3,weapon,List5,1,45,{SL} The pirate below the guitar is coughing,NA,1181,229.4,518.9,399,109.8,488.9,109.7,1,0.7,0.987,0,reverse,pirateUnerg.jpeg.reverse,1410.4,1181,229.4,518.9,399,109.8,488.9,109.7,598.6
3891,negative,apple,Unerg,dogUnerg.jpeg,yawn,bark,Unrelated,Verb,dog,51,3,fruit,List5,1,45,{SL} The dog above the hammer is barking,NA,662.1,99.8,359.2,628.6,109.7,638.6,369.1,1,0.7,0.987,0,reverse,dogUnerg.jpeg.reverse,761.9,662.1,99.8,359.2,628.6,109.7,638.6,369.1,1007.7
3892,simultaneous,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Related,Verb,pirate,52,3,instrument,List5,1,45,{SL} The pirate below the gun is sinking,NA,NA,NA,NA,NA,NA,NA,NA,10,0.72,1.649,0.92,reverse,pirateUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3893,negative,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Related,Verb,ballerina,53,3,weapon,List5,1,45,{SL} The ballerina above the harp is shrinking,NA,NA,NA,NA,NA,NA,NA,NA,10,0.76,1.56,0.92,reverse,ballerinaUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3894,simultaneous,lemon,Unerg,octopusUnerg.jpeg,run,swim,Related,Verb,octopus,54,3,fruit,List5,1,45,{SL} The octopus below the spoon is swimming,NA,761.9,129.7,608.6,229.5,99.8,439,269.4,12,0.74,1.574,0.11,reverse,octopusUnerg.jpeg.reverse,891.6,761.9,129.7,608.6,229.5,99.8,439,269.4,708.4
3895,negative,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Related,Verb,penguine,55,3,fruit,List5,1,45,{SL} The penguin below the drill is sneezing,NA,791.8,139.7,409.1,299.3,109.8,379.1,149.7,1,0.78,1.088,NA,reverse,penguineUnerg.jpeg.reverse,931.5,791.8,139.7,409.1,299.3,109.8,379.1,149.7,528.8
3896,simultaneous,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Unrelated,Verb,chef,56,3,funiture,List5,1,45,{SL} The chef above the windmill is drowning,NA,NA,NA,NA,NA,NA,NA,NA,8,0.68,1.912,1,reverse,chefUnacc.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3897,simultaneous,castle,Unacc,snailUnacc.jpeg,boil,melt,Related,Verb,snail,57,3,building,List5,1,45,{SL} The snail below the table is melting,NA,732,99.7,399.1,249.5,79.8,488.9,1905.6,1,0.16,3.886,0.58,reverse,snailUnacc.jpeg.reverse,831.7,732,99.7,399.1,249.5,79.8,488.9,1905.6,2394.5
3898,simultaneous,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Unrelated,Verb,monkey,58,3,tool,List5,1,45,{SL} The monkey above the carrot is sleeping,NA,761.9,79.8,469,508.8,79.8,578.7,169.6,1,0.9,0.606,0,reverse,monkeyUnerg.jpeg.reverse,841.7,761.9,79.8,469,508.8,79.8,578.7,169.6,748.3
3899,simultaneous,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Related,Verb,clown,59,3,weapon,List5,1,45,{SL} The clown below the violin is walking,NA,971.4,79.8,508.9,359.2,359.2,618.6,179.5,1,0.58,0.961,0.24,reverse,clownUnerg.jpeg.reverse,1051.2,971.4,79.8,508.9,359.2,359.2,618.6,179.5,798.1
3900,negative,windmill,Unerg,chefUnerg.jpeg,bark,yell,Related,Verb,chef,60,3,building,List5,1,45,{SL} The chef above the drawer is yelling,NA,901.6,109.7,449,568.7,89.8,478.9,389.1,1,0.78,0.961,0.06,reverse,chefUnerg.jpeg.reverse,1011.3,901.6,109.7,449,568.7,89.8,478.9,389.1,868
3901,simultaneous,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Unrelated,Verb,ballerina,61,3,instrument,List5,1,45,{SL} The ballerina above the ax is running,NA,1161,89.8,558.7,269.4,69.9,329.2,189.6,1,0.84,1.034,0.04,reverse,ballerinaUnerg.jpeg.reverse,1250.8,1161,89.8,558.7,269.4,69.9,329.2,189.6,518.8
3902,negative,desk,Unacc,boyUnacc.jpeg,shrink,float,Unrelated,Verb,boy,62,3,funiture,List5,1,45,{SL} The boy below the lighthouse is floating,NA,1250.8,389.1,478.9,409.1,99.8,628.5,159.7,1,0.7,1.718,0.92,reverse,boyUnacc.jpeg.reverse,1639.9,1250.8,389.1,478.9,409.1,99.8,628.5,159.7,788.2
3903,simultaneous,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Unrelated,Verb,penguine,63,3,tool,List5,1,45,{SL} The penguin below the tomato is bouncing,NA,632.2,119.7,528.8,379.2,79.8,538.8,219.5,1,0.54,1.736,NA,reverse,penguineUnacc.jpeg.reverse,751.9,632.2,119.7,528.8,379.2,79.8,538.8,219.5,758.3
3904,negative,table,Unerg,snailUnerg.jpeg,wink,crawl,Unrelated,Verb,snail,64,3,funiture,List5,1,45,{SL} The snail below the castle is crawling,NA,NA,NA,NA,NA,NA,NA,NA,11,0.14,3.728,0.74,reverse,snailUnerg.jpeg.reverse,NA,NA,NA,NA,NA,NA,NA,NA,NA
3905,simultaneous,hammer,Unacc,dogUnacc.jpeg,trip,spin,Related,Verb,dog,65,3,tool,List5,1,45,{SL} The dog above the apple is spinning,NA,861.7,69.8,329.3,309.3,129.7,897.9,139.7,1,0.12,3.022,0.9,reverse,dogUnacc.jpeg.reverse,931.5,861.7,69.8,329.3,309.3,129.7,897.9,139.7,1037.6
3906,negative,violin,Unacc,clownUnacc.jpeg,shake,grow,Unrelated,Verb,clown,66,3,instrument,List5,1,45,{SL} The clown below the canon is growing,NA,1370.5,927.9,548.8,349.2,119.7,518.8,129.7,1,0.7,1.918,1,reverse,clownUnacc.jpeg.reverse,2298.4,1370.5,927.9,548.8,349.2,119.7,518.8,129.7,648.5
3907,negative,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Related,Verb,rabbit,67,3,building,List5,1,45,{SL} The rabbit above the chair is shaking,NA,941.5,169.6,419.1,588.6,339.2,618.6,229.5,1,0.54,2.711,0.8,reverse,rabbitUnacc.jpeg.reverse,1111.1,941.5,169.6,419.1,588.6,339.2,618.6,229.5,848.1
3908,negative,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Related,Verb,cowboy,68,3,instrument,List5,1,45,{SL} The cowboy above the sword is winking,NA,732,119.7,798.2,518.8,69.8,429.1,109.7,1,0.64,1.628,0.24,reverse,cowboyUnerg.jpeg.reverse,851.7,732,119.7,798.2,518.8,69.8,429.1,109.7,538.8
3909,negative,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Unrelated,Verb,octopus,69,3,tool,List5,1,45,{SL} The octopus below the lemon is boiling,NA,1300.7,109.7,718.4,319.3,89.8,429,1426.8,1,0.5,2.319,0.96,reverse,octopusUnacc.jpeg.reverse,1410.4,1300.7,109.7,718.4,319.3,89.8,429,1426.8,1855.8
3910,negative,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Related,Verb,monkey,70,3,fruit,List5,1,45,{SL} The monkey above the knife is tripping,NA,891.6,99.8,419,349.2,59.9,738.3,259.4,1,0.36,3.082,0.59,reverse,monkeyUnacc.jpeg.reverse,991.4,891.6,99.8,419,349.2,59.9,738.3,259.4,997.7
3911,simultaneous,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Unrelated,Verb,cowboy,71,3,weapon,List5,1,45,{SL} The cowboy above the piano is falling,NA,702,119.8,468.9,459,99.7,459,149.6,1,0.84,1.114,0.98,reverse,cowboyUnacc.jpeg.reverse,821.8,702,119.8,468.9,459,99.7,459,149.6,608.6
