"","subject","trial","isi","lexicality","prime","target","accuracy","RT","rel"
"54337",5,208,50,1,"SPELL","magic",1,459,"rel"
"54338",7,747,1050,1,"OFTEN","enough",1,459,"rel"
"54339",7,513,1050,1,"MAT","welcome",1,459,"rel"
"54340",10,125,1050,1,"BROWN","color",1,459,"rel"
"54342",18,655,50,1,"SQUARE","box",1,459,"rel"
"54343",18,260,1050,1,"ATTENDANCE","present",1,459,"rel"
"54344",19,13,50,1,"FANCY","like",1,459,"rel"
"54345",19,195,50,1,"CITY","state",1,459,"rel"
"54346",20,565,50,1,"FORTUNE","poor",1,459,"rel"
"54347",26,343,1050,1,"VICTIM","murderer",1,459,"rel"
"54348",27,91,50,1,"FRIGHT","ghost",1,459,"rel"
"54349",28,278,1050,1,"KIDNAP","baby",1,459,"rel"
"54350",35,716,1050,1,"DANDELION","yellow",1,459,"rel"
"54352",42,691,50,1,"POWDER","face",1,459,"rel"
"54353",44,202,1050,1,"WARNING","stop",1,459,"rel"
"54627",2,135,1050,1,"MAGNIFY","enlarge",1,459,"rel"
"54628",3,332,50,1,"LAB","experiment",1,459,"rel"
"54629",3,725,1050,1,"CHINA","dish",0,459,"rel"
"54630",5,184,50,1,"EXHALE","inhale",1,459,"rel"
"54631",5,461,1050,1,"IMITATE","copy",1,459,"rel"
"54632",6,120,1050,1,"SUNRISE","sunset",1,459,"rel"
"54633",6,563,50,1,"EXACT","precise",1,459,"rel"
"54634",7,607,1050,1,"SPRING","summer",1,459,"rel"
"54635",7,237,50,1,"PORCELAIN","doll",1,459,"rel"
"54636",8,64,1050,1,"CRAZY","insane",1,459,"rel"
"54638",10,259,1050,1,"QUANTITY","amount",1,459,"rel"
"54639",15,204,50,1,"SECRETIVE","quiet",1,459,"rel"
"54640",18,314,1050,1,"MEANINGFUL","relationshi",1,459,"rel"
"54641",18,594,50,1,"PASSAGE","hallway",1,459,"rel"
"54642",19,480,1050,1,"LAUGH","cry",1,459,"rel"
"54643",20,487,50,1,"PLIERS","tool",1,459,"rel"
"54644",21,378,50,1,"MISTER","man",0,459,"rel"
"54645",26,460,50,1,"CHILDREN","kids",1,459,"rel"
"54646",28,598,50,1,"MORE","less",1,459,"rel"
"54647",28,626,50,1,"UPTIGHT","tense",1,459,"rel"
"54648",34,183,1050,1,"CHILDREN","kids",1,459,"rel"
"54649",36,37,1050,1,"PRANK","joke",1,459,"rel"
"54650",36,736,50,1,"SLIMY","goo",0,459,"rel"
"54652",44,752,50,1,"PLAZA","mall",1,459,"rel"
"54653",44,433,50,1,"SWING","park",1,459,"rel"
"54654",48,766,50,1,"SPRAY","hair",1,459,"rel"
"54997",5,244,50,1,"DENSE","table",1,460,"un"
"54998",7,767,1050,1,"STOLEN","film",1,460,"un"
"54999",9,31,50,1,"SUSPECT","sell",1,460,"un"
"55001",9,449,1050,1,"RULER","child",1,460,"un"
"55002",10,672,50,1,"EXAM","tennis",1,460,"un"
"55003",12,597,50,1,"DUSTPAN","door",1,460,"un"
"55004",14,74,1050,1,"CAPTURE","busy",1,460,"un"
"55005",15,641,1050,1,"NUMBERS","cook",1,460,"un"
"55007",17,441,1050,1,"STICK","sunday",1,460,"un"
"55012",30,700,50,1,"PASTURE","hog",1,460,"un"
"55013",42,558,50,1,"CORE","early",1,460,"un"
"55014",42,748,50,1,"SILENT","slut",1,460,"un"
"55015",42,95,1050,1,"PIANO","question",1,460,"un"
"55268",2,101,1050,1,"LOBE","style",1,460,"un"
"55270",3,801,1050,1,"BASEMENT","tile",1,460,"un"
"55271",5,688,1050,1,"BOXING","kind",1,460,"un"
"55272",7,684,1050,1,"FRATERNITY","problem",1,460,"un"
"55273",7,726,1050,1,"SYNOPSIS","dad",1,460,"un"
"55274",7,15,50,1,"CEREAL","uncle",1,460,"un"
"55275",8,531,50,1,"NAP","ill",1,460,"un"
"55276",8,20,1050,1,"NOTHING","hat",1,460,"un"
"55277",9,206,50,1,"BOOTH","smash",1,460,"un"
"55279",16,705,50,1,"SKINNY","pizza",1,460,"un"
"55280",16,348,1050,1,"PIECE","business",1,460,"un"
"55281",17,64,50,1,"SENATE","open",1,460,"un"
"55283",20,479,50,1,"CHARACTER","talk",1,460,"un"
"55284",20,732,50,1,"SUGGESTION","storm",1,460,"un"
"55285",21,254,50,1,"PARADISE","add",1,460,"un"
"55286",22,37,1050,1,"GUITAR","men",1,460,"un"
"55287",26,381,1050,1,"SCARED","dancer",1,460,"un"
"55288",27,767,1050,1,"TOILET","greed",1,460,"un"
"55289",32,160,1050,1,"POLE","game",1,460,"un"
"55290",33,130,50,1,"LEND","date",1,460,"un"
"55291",33,206,50,1,"LEAN","chip",1,460,"un"
"55292",34,565,50,1,"CONQUER","boxer",1,460,"un"
"55293",44,246,1050,1,"SIDE","bite",0,460,"un"
"55295",45,258,50,1,"WHITE","store",1,460,"un"
"55296",47,331,50,1,"LABEL","story",1,460,"un"
"55297",48,661,50,1,"SKINNY","pizza",1,460,"un"
"55556",2,438,50,1,"ATTENDANCE","present",1,460,"rel"
"55557",3,392,50,1,"YARN","weave",1,460,"rel"
"55559",21,259,50,1,"SUNDAY","weekend",1,460,"rel"
"55560",21,592,1050,1,"APRON","maid",1,460,"rel"
"55561",26,97,1050,1,"TOY","doll",1,460,"rel"
"55562",27,412,50,1,"REEL","film",1,460,"rel"
"55563",31,32,50,1,"DECOMPOSE","decay",1,460,"rel"
"55564",35,208,50,1,"HEALTH","care",1,460,"rel"
"55565",35,202,50,1,"FADE","jeans",1,460,"rel"
"55566",40,811,50,1,"PROPERTY","tax",1,460,"rel"
"55567",42,224,1050,1,"SOFA","bed",1,460,"rel"
"55568",46,601,50,1,"PIANO","key",1,460,"rel"
"55569",46,713,50,1,"BREATH","deep",1,460,"rel"
"55839",2,755,50,1,"TELLER","bank",1,460,"rel"
"55840",5,723,1050,1,"AIRPORT","plane",1,460,"rel"
"55841",6,829,50,1,"TOPPING","fudge",1,460,"rel"
"55842",8,13,1050,1,"SAVE","keep",1,460,"rel"
"55843",15,264,50,1,"ESSAY","write",1,460,"rel"
"55845",17,697,1050,1,"SHOULDER","arm",1,460,"rel"
"55847",18,321,1050,1,"SAPPHIRE","blue",1,460,"rel"
"55848",19,156,50,1,"LUNCH","dinner",1,460,"rel"
"55849",20,202,1050,1,"SPOILED","rotten",1,460,"rel"
"55850",20,387,1050,1,"WEAVE","sew",1,460,"rel"
"55851",20,502,50,1,"MOP","floor",1,460,"rel"
"55852",22,294,1050,1,"APPLE","red",1,460,"rel"
"55853",28,504,50,1,"DOLL","house",1,460,"rel"
"55854",30,524,50,1,"BRISTLE","brush",1,460,"rel"
"55855",33,13,50,1,"PICTURE","frame",1,460,"rel"
"55856",34,811,50,1,"THRONE","king",1,460,"rel"
"55857",35,392,50,1,"LASTING","long",1,460,"rel"
"55858",36,294,1050,1,"BOYFRIEND","girlfriend",1,460,"rel"
"55859",36,422,50,1,"GOAL","achieve",1,460,"rel"
"55862",42,21,1050,1,"SPEED","fast",1,460,"rel"
"55863",44,788,50,1,"CRAYOLA","crayon",1,460,"rel"
"55864",47,497,1050,1,"EXPLOSION","bomb",1,460,"rel"
"56194",5,405,50,1,"TRUCE","simple",1,461,"un"
"56195",5,445,1050,1,"ASTEROID","aware",1,461,"un"
"56196",6,234,1050,1,"SOLID","questions",1,461,"un"
"56197",10,408,1050,1,"ALIVE","create",1,461,"un"
"56198",16,677,50,1,"GAME","flower",1,461,"un"
"56199",17,341,50,1,"VALUE","hidden",1,461,"un"
"56201",18,541,50,1,"TAPE","health",1,461,"un"
"56202",19,25,50,1,"HEM","brain",1,461,"un"
"56203",26,346,1050,1,"FRECKLE","pen",1,461,"un"
"56204",26,426,50,1,"STEAM","lettuce",1,461,"un"
"56205",27,527,1050,1,"VANILLA","check",1,461,"un"
"56206",28,251,1050,1,"LEAVES","toast",1,461,"un"
"56207",29,206,50,1,"INVALID","few",1,461,"un"
"56208",33,94,50,1,"EXAM","tennis",1,461,"un"
"56209",36,207,1050,1,"CONSEQUENCE","friend",1,461,"un"
"56210",42,689,50,1,"ERASER","cheat",1,461,"un"
"56211",42,338,1050,1,"GOD","finish",1,461,"un"
"56212",44,14,1050,1,"CARDINAL","tail",1,461,"un"
"56213",44,594,50,1,"NEVER","son",1,461,"un"
"56214",47,64,50,1,"ROCKET","healthy",1,461,"un"
"56215",48,30,1050,1,"MARINES","fast",1,461,"un"
"56445",15,48,50,1,"HOSTESS","days",1,461,"un"
"56446",15,117,50,1,"BEAUTIFUL","still",1,461,"un"
"56448",16,771,50,1,"AFFAIR","window",1,461,"un"
"56449",17,604,1050,1,"ACRE","vanish",1,461,"un"
"56451",19,125,50,1,"RELIABLE","water",1,461,"un"
"56455",36,565,50,1,"CENTS","wife",1,461,"un"
"56457",42,222,1050,1,"TARDY","ear",1,461,"un"
"56458",44,329,1050,1,"GENERAL","car",1,461,"un"
"56459",45,13,50,1,"LONELY","kiss",1,461,"un"
"56674",3,161,50,1,"CLICK","mouse",1,461,"rel"
"56675",7,543,1050,1,"BUD","roses",1,461,"rel"
"56676",7,582,1050,1,"FLUSH","blush",1,461,"rel"
"56677",8,459,50,1,"FRAGRANCE","cologne",1,461,"rel"
"56679",12,96,1050,1,"STRAIGHT","narrow",1,461,"rel"
"56681",16,364,1050,1,"OUTRAGEOUS","funny",1,461,"rel"
"56682",18,606,50,1,"VISITOR","hospital",0,461,"rel"
"56683",20,38,1050,1,"SIREN","emergency",1,461,"rel"
"56684",26,140,1050,1,"PIN","sharp",1,461,"rel"
"56685",26,342,1050,1,"SWIMMER","jogger",1,461,"rel"
"56686",28,676,50,1,"CAREER","goal",1,461,"rel"
"56687",30,121,1050,1,"EVALUATE","judge",1,461,"rel"
"56688",34,476,50,1,"LEOPARD","tiger",1,461,"rel"
"56689",35,208,50,1,"BANKER","bank",1,461,"rel"
"56691",41,548,1050,1,"GRAB","bag",1,461,"rel"
"56692",42,288,1050,1,"FUNGI","biology",1,461,"rel"
"56693",42,502,50,1,"ENVY","greed",1,461,"rel"
"56694",42,809,50,1,"ACHIEVEMENT","success",1,461,"rel"
"56695",44,316,1050,1,"LIMOUSINE","prom",0,461,"rel"
"56965",3,82,50,1,"MASTERY","skill",1,461,"rel"
"56966",5,271,50,1,"ITEM","thing",1,461,"rel"
"56967",5,582,1050,1,"PURPOSE","reason",1,461,"rel"
"56968",5,822,1050,1,"REGION","area",1,461,"rel"
"56969",6,429,50,1,"MASTER","slave",1,461,"rel"
"56971",9,297,50,1,"CHIME","bell",1,461,"rel"
"56972",10,382,1050,1,"INTRODUCE","meet",1,461,"rel"
"56973",15,237,50,1,"BECAUSE","why",1,461,"rel"
"56975",15,774,1050,1,"STRATEGY","plan",1,461,"rel"
"56976",18,191,1050,1,"PIOUS","holy",1,461,"rel"
"56977",18,272,1050,1,"COLESLAW","cabbage",1,461,"rel"
"56979",18,825,50,1,"SINCE","then",0,461,"rel"
"56980",18,602,50,1,"TANK","war",1,461,"rel"
"56982",27,802,1050,1,"FAD","fashion",1,461,"rel"
"56983",28,514,50,1,"MOP","floor",1,461,"rel"
"56984",28,590,50,1,"PLIERS","tool",1,461,"rel"
"56985",28,705,50,1,"BEING","human",1,461,"rel"
"56987",32,364,1050,1,"PRODUCTION","movie",1,461,"rel"
"56988",33,197,50,1,"CHICKEN","soup",1,461,"rel"
"56989",33,389,50,1,"CHILD","baby",1,461,"rel"
"56990",34,214,1050,1,"DRESSING","salad",1,461,"rel"
"56991",35,327,50,1,"COYOTE","wolf",1,461,"rel"
"56992",35,193,50,1,"LOVING","caring",1,461,"rel"
"56994",48,12,1050,1,"FLUFFY","soft",1,461,"rel"
"56995",48,562,50,1,"TOSS","throw",1,461,"rel"
"57258",6,219,1050,1,"GOOD","water",1,462,"un"
"57259",6,239,1050,1,"HUG","looks",1,462,"un"
"57262",10,572,50,1,"POUND","left",1,462,"un"
"57263",12,515,50,1,"BOLT","material",1,462,"un"
"57264",12,607,50,1,"PRESIDENT","force",1,462,"un"
"57265",14,271,1050,1,"UNSOLVED","behind",1,462,"un"
"57266",15,178,50,1,"LEGISLATURE","wander",1,462,"un"
"57267",16,41,1050,1,"SUPER","alone",1,462,"un"
"57268",17,128,50,1,"IDEAL","cleaner",1,462,"un"
"57269",17,799,1050,1,"REPLACE","judge",1,462,"un"
"57273",21,407,50,1,"FORBIDDEN","actress",1,462,"un"
"57274",45,302,50,1,"LOYALTY","carry",1,462,"un"
"57275",47,44,50,1,"CHEAP","auto",1,462,"un"
"57514",2,59,1050,1,"SWISS","bar",1,462,"un"
"57515",2,800,50,1,"GRADE","woman",1,462,"un"
"57516",3,776,1050,1,"COMPLAIN","grass",1,462,"un"
"57517",6,811,50,1,"BLUR","dime",1,462,"un"
"57518",7,559,1050,1,"ENTERTAINMENT","office",1,462,"un"
"57522",10,720,50,1,"MAD","thing",1,462,"un"
"57523",11,22,50,1,"AHOY","crazy",1,462,"un"
"57524",12,783,50,1,"FIBER","foreign",1,462,"un"
"57525",16,521,50,1,"IGLOO","mean",1,462,"un"
"57526",16,730,50,1,"COMPETITION","bee",1,462,"un"
"57528",18,778,50,1,"WHISTLE","plus",1,462,"un"
"57529",19,66,50,1,"MARY","lawn",1,462,"un"
"57530",20,64,1050,1,"LIBERTY","bathroom",1,462,"un"
"57535",27,166,50,1,"SHATTER","bomb",1,462,"un"
"57536",27,323,50,1,"MIST","normal",1,462,"un"
"57537",34,345,1050,1,"REMARK","TRUE",1,462,"un"
"57539",42,721,50,1,"LOTS","drug",1,462,"un"
"57544",48,208,1050,1,"DRUNK","stamp",1,462,"un"
"57767",3,151,50,1,"PAGE","call",1,462,"rel"
"57768",4,808,50,1,"RETURN","give",1,462,"rel"
"57769",5,647,1050,1,"VIRTUE","patience",1,462,"rel"
"57770",5,207,50,1,"EGG","breakfast",1,462,"rel"
"57771",6,559,50,1,"CATCH","ball",1,462,"rel"
"57772",10,448,50,1,"GO","leave",1,462,"rel"
"57773",16,384,1050,1,"POETRY","poem",1,462,"rel"
"57774",16,538,50,1,"CUPBOARD","cans",1,462,"rel"
"57776",18,401,1050,1,"CAPTURE","kidnap",1,462,"rel"
"57778",19,625,1050,1,"UNTRUTHFUL","truth",1,462,"rel"
"57780",20,422,50,1,"NAUSEA","vomit",1,462,"rel"
"57781",26,597,50,1,"BRUISE","knee",1,462,"rel"
"57782",26,79,1050,1,"SWORD","knight",1,462,"rel"
"57783",27,313,50,1,"WOODS","dark",1,462,"rel"
"57785",30,212,1050,1,"COMEDIAN","actor",1,462,"rel"
"57786",42,523,50,1,"JELLO","mold",1,462,"rel"
"57788",44,785,50,1,"PART","whole",1,462,"rel"
"57789",45,409,50,1,"PUMPKIN","halloween",1,462,"rel"
"57790",47,727,1050,1,"NEWSPAPER","print",1,462,"rel"
"57791",48,381,1050,1,"GROVE","ditch",1,462,"rel"
"57792",48,226,1050,1,"EAGER","willing",1,462,"rel"
"58094",2,508,50,1,"SUB","sandwich",1,462,"rel"
"58096",3,190,50,1,"MANNER","way",1,462,"rel"
"58097",3,829,1050,1,"LUNCH","dinner",1,462,"rel"
"58099",8,143,1050,1,"FROWN","smile",1,462,"rel"
"58100",10,440,50,1,"STUDENT","teacher",1,462,"rel"
"58101",15,309,50,1,"ROBE","bath",1,462,"rel"
"58102",15,253,50,1,"LINK","chain",1,462,"rel"
"58103",15,644,1050,1,"DAIRY","milk",1,462,"rel"
"58104",16,719,50,1,"ANGLE","geometry",1,462,"rel"
"58106",18,108,1050,1,"PICTURE","frame",0,462,"rel"
"58107",18,344,1050,1,"HOPELESS","homeless",1,462,"rel"
"58109",18,62,1050,1,"PARADISE","island",1,462,"rel"
"58111",19,296,50,1,"STENCH","smell",1,462,"rel"
"58112",20,175,1050,1,"FIGHT","fist",1,462,"rel"
"58113",26,830,50,1,"CATCHER","baseball",1,462,"rel"
"58114",26,378,1050,1,"POND","lake",1,462,"rel"
"58115",34,204,1050,1,"MAGGOT","worm",1,462,"rel"
"58116",34,754,50,1,"ARIGHT","okay",1,462,"rel"
"58118",36,430,50,1,"JEWEL","diamond",1,462,"rel"
"58119",36,743,50,1,"DOZEN","twelve",1,462,"rel"
"58120",42,708,50,1,"TARZAN","jane",1,462,"rel"
"58121",42,706,50,1,"OBSTACLE","course",1,462,"rel"
"58122",45,648,1050,1,"EAST","west",1,462,"rel"
"58448",3,353,50,1,"OVEN","sad",1,463,"un"
"58449",5,359,50,1,"REMIND","confusion",1,463,"un"
"58450",6,163,1050,1,"EIGHT","horse",1,463,"un"
"58451",6,513,50,1,"TAX","sample",1,463,"un"
"58452",7,131,50,1,"GUILT","ride",1,463,"un"
"58453",10,155,1050,1,"THERMOMETER","eat",1,463,"un"
"58454",10,628,50,1,"NEPHEW","broken",1,463,"un"
"58455",16,440,50,1,"FIELD","yellow",1,463,"un"
"58457",18,631,50,1,"UPSTAIRS","experiment",1,463,"un"
"58458",18,450,50,1,"FRAGILE","best",1,463,"un"
"58459",20,252,1050,1,"WOOL","know",1,463,"un"
"58461",41,512,1050,1,"FRAGILE","best",1,463,"un"
"58463",42,688,50,1,"STATISTICS","days",1,463,"un"
"58464",44,338,1050,1,"CELLO","lot",1,463,"un"
"58465",45,189,50,1,"MISSILE","dust",1,463,"un"
"58466",45,601,1050,1,"THIMBLE","shame",1,463,"un"
"58467",48,176,1050,1,"HARP","sentence",1,463,"un"
"58699",3,687,1050,1,"VALVE","hotel",1,463,"un"
"58700",3,358,50,1,"TWILIGHT","being",1,463,"un"
"58702",8,238,1050,1,"TRAMP","homework",1,463,"un"
"58703",9,646,1050,1,"CONFUSION","highway",1,463,"un"
"58704",14,95,1050,1,"SLOB","film",1,463,"un"
"58705",15,137,50,1,"LEGEND","wedding",1,463,"un"
"58709",18,484,50,1,"DUCKS","fair",1,463,"un"
"58710",28,17,1050,1,"SNEAKY","beautiful",1,463,"un"
"58711",33,59,50,1,"DIGIT","stove",1,463,"un"
"58714",36,547,50,1,"PICKLES","sexy",1,463,"un"
"58716",48,124,1050,1,"INNOCENCE","frog",1,463,"un"
"58969",3,541,1050,1,"NOTIFY","alert",1,463,"rel"
"58970",3,717,1050,1,"SOCKET","plug",1,463,"rel"
"58971",3,183,50,1,"SIDEWALK","walkway",1,463,"rel"
"58972",6,370,1050,1,"CONDITION","health",1,463,"rel"
"58973",6,108,1050,1,"BLENDER","ice",1,463,"rel"
"58974",7,311,50,1,"SUPPORT","beam",1,463,"rel"
"58975",7,685,1050,1,"BOLT","close",1,463,"rel"
"58976",9,14,50,1,"DILIGENCE","try",1,463,"rel"
"58977",15,174,50,1,"COMBINE","join",1,463,"rel"
"58978",15,190,50,1,"MARIJUANA","cigarette",1,463,"rel"
"58979",15,283,50,1,"HOSTAGE","prisoner",1,463,"rel"
"58980",16,108,1050,1,"REFRIGERATOR","oven",1,463,"rel"
"58983",18,727,50,1,"TACKLE","defense",0,463,"rel"
"58984",26,116,1050,1,"YES","positive",1,463,"rel"
"58986",27,203,50,1,"FAUCET","drip",1,463,"rel"
"58988",28,707,50,1,"TERRIBLE","two",1,463,"rel"
"58989",30,305,1050,1,"SLICE","soda",1,463,"rel"
"58990",30,138,1050,1,"LOOK","eye",1,463,"rel"
"58991",33,12,50,1,"CROWD","mob",1,463,"rel"
"58993",33,380,50,1,"OLYMPICS","gold",1,463,"rel"
"58994",33,440,1050,1,"VEER","right",1,463,"rel"
"58996",34,407,1050,1,"MATERIAL","object",1,463,"rel"
"58997",34,486,50,1,"STOVE","kitchen",1,463,"rel"
"59258",2,533,50,1,"WIDE","narrow",1,463,"rel"
"59259",3,383,50,1,"NUMBER","one",1,463,"rel"
"59260",3,612,1050,1,"OATH","promise",1,463,"rel"
"59261",5,248,50,1,"POLICY","rule",1,463,"rel"
"59263",5,346,50,1,"LOWER","higher",1,463,"rel"
"59264",9,711,1050,1,"ATTEND","go",1,463,"rel"
"59266",12,507,50,1,"HIKING","boots",1,463,"rel"
"59267",15,31,50,1,"SOIL","dirt",1,463,"rel"
"59268",15,531,1050,1,"BANDAID","cut",1,463,"rel"
"59270",17,240,50,1,"SURFACE","top",1,463,"rel"
"59272",19,229,50,1,"BELIEVE","faith",1,463,"rel"
"59273",20,437,50,1,"NAP","sleep",1,463,"rel"
"59274",24,211,1050,1,"BECAUSE","why",1,463,"rel"
"59275",26,579,50,1,"SCOLD","yell",1,463,"rel"
"59278",32,432,50,1,"CUB","bear",1,463,"rel"
"59280",35,403,50,1,"BOUND","tie",1,463,"rel"
"59281",35,415,50,1,"GENTLEMAN","lady",1,463,"rel"
"59282",35,22,50,1,"CEREAL","breakfast",1,463,"rel"
"59283",36,499,50,1,"MICE","rat",1,463,"rel"
"59284",36,755,50,1,"EMPLOYEE","employer",1,463,"rel"
"59285",42,348,1050,1,"INTRODUCE","meet",1,463,"rel"
"59286",42,176,1050,1,"CHART","graph",1,463,"rel"
"59287",44,59,1050,1,"STARVING","hungry",1,463,"rel"
"59289",45,322,50,1,"MAYBE","not",1,463,"rel"
"59290",48,604,50,1,"STREAM","river",1,463,"rel"
"59291",48,622,50,1,"CHOOSE","pick",1,463,"rel"
"59588",2,782,50,1,"AMUSE","beer",1,464,"un"
"59591",5,179,50,1,"GYMNAST","weather",1,464,"un"
"59592",5,462,1050,1,"EXISTENCE","flakes",1,464,"un"
"59593",7,733,1050,1,"COMPASSION","letters",1,464,"un"
"59594",9,50,50,1,"UNDERSTANDING","journey",1,464,"un"
"59595",9,190,50,1,"COWBOY","fly",1,464,"un"
"59598",28,675,50,1,"OFFEND","music",1,464,"un"
"59599",30,484,50,1,"CANAL","hurricane",1,464,"un"
"59601",42,338,1050,1,"FIX","vault",1,464,"un"
"59602",42,410,1050,1,"WRESTLING","own",1,464,"un"
"59603",42,194,1050,1,"ALIVE","create",1,464,"un"
"59604",42,415,1050,1,"ADVENTURE","electric",1,464,"un"
"59605",42,468,50,1,"HOURS","dam",0,464,"un"
"59607",48,110,1050,1,"ASHES","superior",1,464,"un"
"59817",15,47,50,1,"UNSEEN","sleep",1,464,"un"
"59820",16,322,1050,1,"TRAITOR","explain",1,464,"un"
"59821",21,176,50,1,"UNJUST","poor",1,464,"un"
"59822",26,761,50,1,"WARY","adventure",1,464,"un"
"59823",27,426,1050,1,"TYPHOON","ship",1,464,"un"
"59824",28,497,50,1,"FLOOR","looks",1,464,"un"
"59825",34,463,50,1,"PRESTIGE","check",1,464,"un"
"59826",42,211,1050,1,"REMARK","TRUE",1,464,"un"
"59827",42,465,50,1,"SALOON","general",1,464,"un"
"59829",47,504,1050,1,"FOAM","energy",1,464,"un"
"60049",2,90,1050,1,"TROPICAL","storm",1,464,"rel"
"60052",10,626,50,1,"KEYS","chain",1,464,"rel"
"60053",15,56,50,1,"MATTER","earth",1,464,"rel"
"60054",15,828,1050,1,"OPTION","open",1,464,"rel"
"60055",16,193,1050,1,"TORTURE","abuse",1,464,"rel"
"60056",16,814,50,1,"MEMORY","past",1,464,"rel"
"60059",18,20,1050,1,"WRENCH","monkey",1,464,"rel"
"60061",26,457,50,1,"TACKLE","defense",1,464,"rel"
"60062",27,162,50,1,"REACH","grasp",1,464,"rel"
"60063",34,93,1050,1,"SHORTS","legs",1,464,"rel"
"60064",36,815,50,1,"COOL","air",1,464,"rel"
"60065",42,440,50,1,"BUTTON","push",1,464,"rel"
"60066",42,602,50,1,"SWAN","dive",1,464,"rel"
"60067",47,808,1050,1,"VAN","drive",1,464,"rel"
"60325",2,222,1050,1,"BUGLE","horn",1,464,"rel"
"60326",3,765,1050,1,"KEY","lock",1,464,"rel"
"60328",5,547,1050,1,"TEAR","rip",1,464,"rel"
"60329",6,185,1050,1,"FORMAL","dress",1,464,"rel"
"60330",6,208,1050,1,"CITIZEN","person",1,464,"rel"
"60331",11,372,50,1,"LEAVE","come",1,464,"rel"
"60332",17,111,50,1,"EMOTION","feeling",1,464,"rel"
"60333",19,75,50,1,"RACKET","tennis",1,464,"rel"
"60334",21,464,1050,1,"HINT","clue",1,464,"rel"
"60336",26,539,50,1,"NORM","average",1,464,"rel"
"60337",36,507,50,1,"DELICIOUS","tasty",1,464,"rel"
"60338",40,1,1050,1,"CUCUMBER","pickles",1,464,"rel"
"60339",42,751,50,1,"HANDLE","care",1,464,"rel"
"60340",42,419,50,1,"CONNECT","dots",1,464,"rel"
"60341",48,679,50,1,"WINNER","loser",1,464,"rel"
"60648",6,528,50,1,"BROWN","song",1,465,"un"
"60649",7,185,50,1,"CRADLE","stress",1,465,"un"
"60650",12,782,50,1,"PEAR","succeed",1,465,"un"
"60651",18,264,1050,1,"COMPLEX","mouth",1,465,"un"
"60653",18,601,50,1,"ONCE","alcohol",1,465,"un"
"60654",21,7,50,1,"GOOD","water",1,465,"un"
"60655",24,181,1050,1,"GRANT","gun",1,465,"un"
"60656",26,442,50,1,"QUESTION","dollar",1,465,"un"
"60657",26,748,50,1,"AD","ask",1,465,"un"
"60658",27,51,50,1,"DOMINANT","scary",1,465,"un"
"60659",28,315,1050,1,"ANISETTE","chair",1,465,"un"
"60660",30,541,50,1,"ICE","america",1,465,"un"
"60662",35,570,1050,1,"RELIGIOUS","lost",1,465,"un"
"60663",36,413,1050,1,"RESORT","gin",0,465,"un"
"60664",36,415,1050,1,"TART","welcome",1,465,"un"
"60665",41,523,1050,1,"ROCKS","oxygen",1,465,"un"
"60666",42,456,50,1,"CHAPTER","trash",1,465,"un"
"60920",2,114,1050,1,"MUSK","brush",1,465,"un"
"60921",5,513,1050,1,"PARADISE","add",1,465,"un"
"60922",6,349,1050,1,"CONTEST","back",1,465,"un"
"60923",6,649,50,1,"MEAT","king",1,465,"un"
"60925",10,108,1050,1,"CHARCOAL","star",1,465,"un"
"60926",15,68,50,1,"ENTRANCE","bush",1,465,"un"
"60929",26,617,50,1,"SIMPLE","guess",1,465,"un"
"60930",27,502,1050,1,"CONTEMPORARY","tan",1,465,"un"
"60931",28,279,1050,1,"CHAMBER","present",1,465,"un"
"60932",36,304,1050,1,"MASK","neck",1,465,"un"
"60933",47,469,1050,1,"LETTUCE","asleep",1,465,"un"
"61204",2,49,1050,1,"NOVEL","read",1,465,"rel"
"61205",2,372,1050,1,"MISSILE","rocket",1,465,"rel"
"61206",2,34,1050,1,"APPEAL","looks",1,465,"rel"
"61207",3,492,1050,1,"GOO","sticky",1,465,"rel"
"61208",5,303,50,1,"ECONOMY","society",1,465,"rel"
"61209",5,602,1050,1,"IVORY","piano",1,465,"rel"
"61211",6,635,50,1,"ROUTINE","daily",1,465,"rel"
"61212",6,815,50,1,"HAUNT","house",1,465,"rel"
"61213",6,84,1050,1,"UPSTAIRS","above",1,465,"rel"
"61214",7,92,50,1,"SLENDER","skinny",1,465,"rel"
"61216",10,504,50,1,"LEOPARD","tiger",1,465,"rel"
"61217",10,569,50,1,"ESSENCE","meaning",1,465,"rel"
"61219",17,351,50,1,"LOYALTY","husband",1,465,"rel"
"61221",19,86,50,1,"PLATFORM","stage",1,465,"rel"
"61222",19,147,50,1,"LEAF","flower",1,465,"rel"
"61223",19,779,1050,1,"THIRSTY","dry",1,465,"rel"
"61224",29,59,50,1,"EVIL","nice",1,465,"rel"
"61225",34,795,50,1,"RIDE","bicycle",1,465,"rel"
"61226",36,352,1050,1,"DRUGS","illegal",1,465,"rel"
"61228",36,770,50,1,"CRAVE","hunger",1,465,"rel"
"61229",36,655,50,1,"MATCH","mix",1,465,"rel"
"61232",47,358,50,1,"LOVER","fighter",1,465,"rel"
"61233",48,245,1050,1,"TECHNOLOGY","future",1,465,"rel"
"61539",2,54,1050,1,"BLAME","accuse",1,465,"rel"
"61540",3,91,50,1,"GENTLEMAN","lady",1,465,"rel"
"61541",3,253,50,1,"COMMANDER","chief",1,465,"rel"
"61542",5,140,50,1,"WARRIOR","fighter",1,465,"rel"
