"","subject","trial","isi","lexicality","prime","target","accuracy","RT","rel"
"701496",20,207,1050,1,"IN","inferior",1,897,"un"
"701498",21,583,1050,1,"DEMI","corn",1,897,"un"
"701499",23,512,1050,1,"SOUND","human",1,897,"un"
"701500",23,648,1050,1,"FRIENDLINESS","pen",1,897,"un"
"701503",30,231,1050,1,"GRIP","sale",1,897,"un"
"701504",33,361,50,1,"RECYCLE","rude",1,897,"un"
"701506",42,622,50,1,"TYPIST","france",1,897,"un"
"701507",46,526,50,1,"INTRODUCE","sky",1,897,"un"
"701637",13,726,1050,1,"HARMONY","sing",1,897,"rel"
"701639",25,734,1050,1,"STY","sly",1,897,"rel"
"701641",31,139,50,1,"POKER","gamble",1,897,"rel"
"701643",38,373,1050,1,"BARTENDER","alcohol",1,897,"rel"
"701644",38,57,1050,1,"QUOTIENT","divide",1,897,"rel"
"701647",47,327,50,1,"BELONG","mine",1,897,"rel"
"701756",24,748,50,1,"KNEES","legs",1,897,"rel"
"701761",30,126,1050,1,"CHOCOLATE","candy",1,897,"rel"
"701766",38,701,50,1,"SWOON","faint",1,897,"rel"
"701767",40,215,1050,1,"CRAZY","insane",1,897,"rel"
"701769",47,717,1050,1,"LEAST","most",1,897,"rel"
"701892",20,154,1050,1,"BEHAVIOR","bravery",1,898,"un"
"701893",32,660,50,1,"INDUSTRY","luck",1,898,"un"
"702021",15,177,50,1,"WITCH","apology",1,898,"un"
"702022",16,462,50,1,"OPENER","cheat",1,898,"un"
"702024",31,190,50,1,"SMOKY","reef",1,898,"un"
"702025",32,661,50,1,"HIKER","recipe",1,898,"un"
"702026",41,175,50,1,"MEMBER","plead",1,898,"un"
"702027",46,808,50,1,"BALL","glory",1,898,"un"
"702147",5,149,50,1,"FUNCTION","purpose",1,898,"rel"
"702148",8,639,50,1,"SPRINKLE","chocolate",1,898,"rel"
"702153",19,268,50,1,"IRREGULAR","abnormal",1,898,"rel"
"702155",31,794,50,1,"PLANE","crash",1,898,"rel"
"702156",32,463,50,1,"SEVEN","eleven",1,898,"rel"
"702157",38,273,1050,1,"TIRED","asleep",1,898,"rel"
"702158",38,639,50,1,"PUBLICATION","public",1,898,"rel"
"702160",40,542,50,1,"HORN","instrument",1,898,"rel"
"702301",8,245,1050,1,"AHEAD","behind",1,898,"rel"
"702304",12,725,50,1,"DICE","game",1,898,"rel"
"702313",23,547,1050,1,"SHOVE","push",1,898,"rel"
"702314",25,482,1050,1,"HALF","whole",1,898,"rel"
"702315",25,830,1050,1,"MARCH","april",1,898,"rel"
"702318",36,175,1050,1,"SHRUB","bush",1,898,"rel"
"702320",43,487,1050,1,"REFRESHING","cool",1,898,"rel"
"702454",24,657,50,1,"PENNY","stop",1,899,"un"
"702455",28,820,50,1,"MICROPHONE","pancakes",1,899,"un"
"702458",37,456,1050,1,"SQUARE","bomb",1,899,"un"
"702459",41,285,50,1,"BANQUET","less",1,899,"un"
"702586",4,351,1050,1,"KING","seller",1,899,"un"
"702591",22,11,1050,1,"INSTINCT","foot",1,899,"un"
"702592",23,144,50,1,"WAIT","long",1,899,"un"
"702593",30,430,50,1,"WIDE","book",1,899,"un"
"702595",31,746,50,1,"DEFROST","show",1,899,"un"
"702598",47,448,1050,1,"GEORGE","experiment",1,899,"un"
"702725",8,163,1050,1,"FLAP","flop",1,899,"rel"
"702732",31,144,50,1,"TOWEL","cloth",1,899,"rel"
"702735",37,182,50,1,"RELAX","tense",1,899,"rel"
"702736",44,751,50,1,"SPOTS","dots",1,899,"rel"
"702737",46,283,1050,1,"CHECKERS","round",1,899,"rel"
"702738",47,787,1050,1,"INSTANT","quick",1,899,"rel"
"702861",13,387,50,1,"CLAW","cat",1,899,"rel"
"702867",46,50,1050,1,"MAGIC","trick",1,899,"rel"
"702974",4,274,1050,1,"KNOT","hoop",1,900,"un"
"702976",11,7,50,1,"SEVERAL","submarine",1,900,"un"
"702978",14,443,50,1,"WALL","furniture",1,900,"un"
"702979",14,279,1050,1,"BELT","deodorant",1,900,"un"
"702980",17,623,1050,1,"AX","daily",1,900,"un"
"702984",31,230,1050,1,"BUMPS","give",1,900,"un"
"702985",31,779,50,1,"CERAMICS","blonde",1,900,"un"
"702986",33,635,1050,1,"HABIT","finished",1,900,"un"
"702987",37,448,1050,1,"BOLOGNA","tea",1,900,"un"
"702990",48,661,50,1,"SOLO","course",1,900,"un"
"703108",22,21,1050,1,"BEAUTY","me",1,900,"un"
"703109",23,555,1050,1,"FLAT","down",1,900,"un"
"703110",24,141,1050,1,"PLATES","tart",1,900,"un"
"703111",24,648,50,1,"DISAGREEMENT","bit",1,900,"un"
"703113",33,152,50,1,"DEAL","bother",1,900,"un"
"703115",39,746,1050,1,"PRUNE","child",1,900,"un"
"703116",45,267,50,1,"REEF","apart",1,900,"un"
"703117",45,460,1050,1,"FINISHED","quart",1,900,"un"
"703118",48,382,1050,1,"PREPARE","cheap",1,900,"un"
"703241",1,755,1050,1,"BEAT","pound",1,900,"rel"
"703242",2,305,1050,1,"HAWAII","hula",1,900,"rel"
"703247",14,393,1050,1,"RINSE","dish",1,900,"rel"
"703254",33,460,1050,1,"LAWSUIT","law",1,900,"rel"
"703366",11,126,50,1,"BUCK","dollar",1,900,"rel"
"703367",13,170,50,1,"MEMBER","club",1,900,"rel"
"703371",24,75,1050,1,"GLOBE","world",1,900,"rel"
"703373",29,414,50,1,"EGO","id",1,900,"rel"
"703374",32,524,50,1,"FROWN","smile",1,900,"rel"
"703375",38,221,1050,1,"DEFINE","dictionary",1,900,"rel"
"703515",28,779,50,1,"METHODIST","faint",0,901,"un"
"703517",29,677,1050,1,"WEEK","armor",1,901,"un"
"703519",30,210,1050,1,"TUNNEL","elephant",1,901,"un"
"703521",37,729,1050,1,"LIT","object",1,901,"un"
"703648",11,305,50,1,"LANDSCAPE","simple",1,901,"un"
"703649",14,820,50,1,"TERROR","tight",1,901,"un"
"703650",22,14,1050,1,"TAN","code",1,901,"un"
"703652",24,370,1050,1,"OPENER","cheat",1,901,"un"
"703654",31,485,1050,1,"MINE","park",1,901,"un"
"703656",46,671,50,1,"MONOTONOUS","straw",1,901,"un"
"703771",4,86,1050,1,"MEAN","ugly",1,901,"rel"
"703774",11,236,50,1,"ILL","healthy",1,901,"rel"
"703775",12,229,1050,1,"ANTELOPE","beast",1,901,"rel"
"703778",21,94,50,1,"INTERVIEW","nervous",0,901,"rel"
"703779",21,364,50,1,"CLARIFY","repeat",1,901,"rel"
"703880",4,82,1050,1,"GROSS","disgusting",1,901,"rel"
"703883",13,784,1050,1,"DO","don't",1,901,"rel"
"703888",37,366,50,1,"COMMON","uncommon",0,901,"rel"
"703893",41,550,1050,1,"FOX","hound",1,901,"rel"
"703995",4,558,50,1,"PROPERTY","flop",1,902,"un"
"703996",6,708,50,1,"SWORD","bathroom",1,902,"un"
"703998",9,517,1050,1,"SQUASH","reef",1,902,"un"
"704001",23,335,50,1,"FAITHFUL","grow",1,902,"un"
"704002",25,458,1050,1,"FOOTBALL","mud",1,902,"un"
"704003",27,578,1050,1,"INTEGRATE","hard",1,902,"un"
"704005",32,541,50,1,"LEADERSHIP","clothes",1,902,"un"
"704006",39,378,50,1,"PERIOD","decision",1,902,"un"
"704007",43,549,1050,1,"COUSIN","reptile",1,902,"un"
"704008",46,519,50,1,"BREAST","elect",1,902,"un"
"704009",47,356,50,1,"SKI","bell",1,902,"un"
"704147",13,468,1050,1,"JOURNEY","die",1,902,"un"
"704153",21,715,1050,1,"LUMP","purse",1,902,"un"
"704154",22,679,50,1,"CHILDREN","superior",1,902,"un"
"704157",37,100,50,1,"ANCESTOR","minus",0,902,"un"
"704159",39,526,1050,1,"LATCH","motorcycle",1,902,"un"
"704160",39,561,1050,1,"GOAL","collar",1,902,"un"
"704161",43,139,50,1,"SCALE","tumble",1,902,"un"
"704297",9,564,1050,1,"PITCHER","tea",1,902,"rel"
"704298",11,345,50,1,"OUTGOING","extrovert",1,902,"rel"
"704299",12,364,1050,1,"TEAM","baseball",1,902,"rel"
"704303",24,191,1050,1,"TRADE","wind",1,902,"rel"
"704304",30,221,1050,1,"CLAMP","tool",1,902,"rel"
"704307",38,448,50,1,"ALGAE","pool",1,902,"rel"
"704453",4,830,50,1,"EMPLOYEE","employer",1,902,"rel"
"704455",19,642,1050,1,"FUGITIVE","criminal",1,902,"rel"
"704461",37,780,1050,1,"IMITATE","copy",1,902,"rel"
"704592",8,112,1050,1,"BASE","hole",1,903,"un"
"704596",28,58,1050,1,"STEAK","fiction",1,903,"un"
"704597",31,418,50,1,"APOLOGY","win",1,903,"un"
"704600",45,771,1050,1,"WATERFALL","builder",1,903,"un"
"704601",46,410,1050,1,"SPONGE","monthly",1,903,"un"
"704603",46,628,50,1,"RODENT","flirt",1,903,"un"
"704702",2,496,50,1,"MEMBER","plead",1,903,"un"
"704703",8,172,1050,1,"CYLINDER","floor",1,903,"un"
"704705",11,823,1050,1,"PRIMATE","bear",1,903,"un"
"704706",11,293,50,1,"CLIMAX","florida",1,903,"un"
"704707",13,245,50,1,"CONGRESS","cover",1,903,"un"
"704709",37,181,50,1,"SURROUNDING","arm",1,903,"un"
"704711",41,768,1050,1,"PRACTICE","data",1,903,"un"
"704833",9,747,1050,1,"PITY","shame",1,903,"rel"
"704834",22,825,50,1,"PLANTS","flowers",1,903,"rel"
"704835",24,364,1050,1,"ABSTRACT","thought",1,903,"rel"
"704837",25,342,50,1,"LAWSUIT","law",1,903,"rel"
"704838",30,48,1050,1,"ROB","thief",1,903,"rel"
"704840",35,657,1050,1,"SWATTER","bat",1,903,"rel"
"704844",46,806,50,1,"DRAWING","painting",1,903,"rel"
"704950",10,540,50,1,"YOLK","egg",1,903,"rel"
"704951",11,329,50,1,"ASSOCIATE","partner",1,903,"rel"
"704952",11,649,1050,1,"DIGNITY","pride",1,903,"rel"
"704955",24,254,1050,1,"SINGLE","marry",1,903,"rel"
"704957",36,354,1050,1,"SPOT","stain",1,903,"rel"
"705067",13,432,1050,1,"CLENCH","bed",1,904,"un"
"705068",22,252,1050,1,"WALNUT","who",1,904,"un"
"705069",23,696,1050,1,"CHECK","tight",1,904,"un"
"705071",24,82,1050,1,"MATURE","disappear",1,904,"un"
"705072",24,219,1050,1,"CARELESS","disc",1,904,"un"
"705075",31,317,50,1,"NAPKIN","class",1,904,"un"
"705076",31,124,1050,1,"TUNA","shot",1,904,"un"
"705078",39,364,50,1,"BELL","army",1,904,"un"
"705080",41,619,1050,1,"BAT","gander",0,904,"un"
"705184",3,44,50,1,"ALONE","movement",1,904,"un"
"705185",3,651,1050,1,"NEWS","government",1,904,"un"
"705186",5,643,1050,1,"MAGAZINE","spine",1,904,"un"
"705187",6,298,1050,1,"EARNESTNESS","ridiculous",1,904,"un"
"705190",21,350,50,1,"ATTRACT","pyramid",1,904,"un"
"705194",31,217,1050,1,"EFFECT","group",1,904,"un"
"705198",47,754,1050,1,"BUY","dusk",1,904,"un"
"705201",48,726,50,1,"HILL","devil",1,904,"un"
"705281",6,428,50,1,"POLITICIAN","liar",1,904,"rel"
"705283",9,19,50,1,"CELLAR","attic",1,904,"rel"
"705285",12,157,1050,1,"LUNG","cancer",1,904,"rel"
"705288",22,337,1050,1,"AWESOME","cool",1,904,"rel"
"705290",24,553,50,1,"CHIMPANZEE","ape",1,904,"rel"
"705292",29,270,50,1,"WINDING","closing",1,904,"rel"
"705293",30,6,1050,1,"ERODE","rot",1,904,"rel"
"705295",36,772,50,1,"BRICK","layer",0,904,"rel"
"705296",37,258,50,1,"DISEASE","cure",1,904,"rel"
"705297",38,155,1050,1,"PIPE","cleaner",1,904,"rel"
"705397",21,126,50,1,"HISPANIC","spanish",1,904,"rel"
"705398",24,144,1050,1,"CHARACTER","personality",1,904,"rel"
"705399",24,390,1050,1,"CHOOSE","pick",1,904,"rel"
"705401",38,820,50,1,"NAG","bother",1,904,"rel"
"705496",9,512,1050,1,"TRAVEL","cheap",1,905,"un"
"705499",23,298,50,1,"SOOT","mad",1,905,"un"
"705502",32,176,1050,1,"TILL","layer",1,905,"un"
"705504",47,239,50,1,"RING","soprano",1,905,"un"
"705608",8,630,50,1,"CONFLICT","tennis",1,905,"un"
"705609",9,731,1050,1,"WARY","adventure",1,905,"un"
"705611",18,720,50,1,"HISPANIC","butter",1,905,"un"
"705618",37,383,50,1,"CONSTRUCTION","climate",1,905,"un"
"705734",13,129,50,1,"VETERAN","old",1,905,"rel"
"705735",19,396,50,1,"MAP","country",1,905,"rel"
"705736",24,535,50,1,"VALENTINE","love",1,905,"rel"
"705738",31,465,50,1,"WEAR","dress",1,905,"rel"
"705739",31,720,50,1,"ATTACK","heart",1,905,"rel"
"705741",37,719,1050,1,"CUSTOMER","service",1,905,"rel"
"705743",41,106,50,1,"OVER","turn",1,905,"rel"
"705839",25,79,50,1,"HEADING","title",1,905,"rel"
"705843",39,47,50,1,"MICROSCOPE","small",1,905,"rel"
"705934",12,369,1050,1,"CHEF","donkey",1,906,"un"
"705935",12,672,50,1,"STIMULUS","monk",1,906,"un"
"705938",25,89,50,1,"SPELL","feet",1,906,"un"
"705939",29,718,1050,1,"ONION","unclear",1,906,"un"
"705942",31,360,50,1,"NUMBERS","cook",1,906,"un"
"705943",37,655,1050,1,"OBSCURE","assistant",1,906,"un"
"705944",38,349,1050,1,"LAWSUIT","lawn",1,906,"un"
"705945",43,605,1050,1,"REVOLUTION","fair",1,906,"un"
"706050",4,699,50,1,"NECKLACE","hammer",1,906,"un"
"706051",13,223,50,1,"SLING","cute",1,906,"un"
"706056",23,340,50,1,"FUGITIVE","fist",1,906,"un"
"706058",28,767,50,1,"BOOK","oyster",1,906,"un"
"706061",38,69,1050,1,"SCENERY","boyfriend",1,906,"un"
"706062",41,464,1050,1,"CLUMSY","important",1,906,"un"
"706063",47,338,50,1,"NUMBER","pencil",1,906,"un"
"706064",47,755,1050,1,"ANGEL","fashion",1,906,"un"
"706315",28,586,50,1,"STENCH","smell",1,906,"rel"
"706319",31,512,50,1,"SAFARI","jungle",1,906,"rel"
"706321",38,661,50,1,"PUDDING","chocolate",1,906,"rel"
"706322",39,589,1050,1,"AMERICAN","flag",1,906,"rel"
"706323",47,162,50,1,"MCDONALD'S","hamburger",1,906,"rel"
"706424",5,398,50,1,"STY","knight",1,907,"un"
"706427",38,288,1050,1,"SECRET","organize",1,907,"un"
"706539",11,540,1050,1,"TWIN","short",1,907,"un"
"706540",14,519,50,1,"DITCH","concert",0,907,"un"
"706544",32,302,1050,1,"FATHER","hose",1,907,"un"
"706546",39,670,1050,1,"PIECE","business",1,907,"un"
"706663",11,809,1050,1,"ODD","unusual",1,907,"rel"
"706665",20,391,1050,1,"OPTIMISTIC","view",1,907,"rel"
"706666",21,290,50,1,"DIGGER","dagger",0,907,"rel"
"706667",22,392,1050,1,"CRUDE","disgusting",1,907,"rel"
"706668",23,778,1050,1,"GAVEL","rocks",1,907,"rel"
"706670",37,826,1050,1,"SAY","something",1,907,"rel"
"706673",39,441,1050,1,"FANTASTIC","four",1,907,"rel"
"706777",11,527,1050,1,"COLLEGE","school",1,907,"rel"
"706778",14,765,50,1,"EGGS","bacon",1,907,"rel"
"706781",17,786,1050,1,"CHEMIST","scientist",1,907,"rel"
"706782",19,566,1050,1,"TEMPLE","church",1,907,"rel"
"706783",23,646,1050,1,"FOUR","five",1,907,"rel"
"706785",30,309,1050,1,"SINGER","dancer",1,907,"rel"
"706791",37,487,1050,1,"COBRA","snake",1,907,"rel"
"706792",44,778,50,1,"OBLIGATION","duty",1,907,"rel"
"706905",22,781,50,1,"SHRIMP","cow",1,908,"un"
"706906",25,91,50,1,"TRADITION","deer",1,908,"un"
"706908",25,768,1050,1,"ENTER","cure",1,908,"un"
"706913",44,626,50,1,"DECEIT","spit",1,908,"un"
"706914",48,751,50,1,"BRAVADO","peak",1,908,"un"
"707038",1,84,50,1,"PARKING","crab",1,908,"un"
"707040",9,380,50,1,"HIGH","neutron",1,908,"un"
"707174",19,373,50,1,"SWATTER","bat",1,908,"rel"
"707175",19,770,1050,1,"DOORWAY","hallway",1,908,"rel"
"707178",21,119,50,1,"CHARGE","electric",1,908,"rel"
"707182",39,281,50,1,"BRUSH","touch",1,908,"rel"
"707288",39,25,50,1,"WEDNESDAY","thursday",1,908,"rel"
"707291",46,484,50,1,"CREATE","make",1,908,"rel"
"707389",6,34,1050,1,"TROPICAL","neighborhoo",1,909,"un"
"707390",9,83,50,1,"ARGUE","it",1,909,"un"
"707392",14,287,1050,1,"FASHION","trees",1,909,"un"
"707393",16,47,1050,1,"UNEQUAL","cabinet",1,909,"un"
"707394",19,261,50,1,"BEND","telephone",1,909,"un"
"707395",19,550,1050,1,"MAIN","uncommon",1,909,"un"
"707396",20,726,50,1,"OPTION","loving",1,909,"un"
"707398",29,481,1050,1,"BREAKFAST","queen",1,909,"un"
"707402",37,817,1050,1,"AWE","violin",1,909,"un"
"707403",39,116,50,1,"FLEA","bow",1,909,"un"
"707405",47,547,1050,1,"SECTION","newspaper",1,909,"un"
"707407",48,736,50,1,"PERISH","drink",1,909,"un"
"707518",22,55,1050,1,"CHICKEN","communism",1,909,"un"
"707519",25,674,1050,1,"STALE","first",1,909,"un"
"707523",43,90,50,1,"SINGLE","sight",1,909,"un"
"707639",11,631,1050,1,"ROPE","ladder",1,909,"rel"
"707640",11,699,1050,1,"PIKE","peak",1,909,"rel"
"707649",38,195,1050,1,"THUMB","hitchhike",1,909,"rel"
"707652",43,212,50,1,"CORK","board",1,909,"rel"
"707655",47,582,1050,1,"POISON","snake",1,909,"rel"
"707762",14,225,1050,1,"JUMP","rope",1,909,"rel"
"707763",17,192,50,1,"EXCEPTIONAL","great",1,909,"rel"
"707764",23,551,1050,1,"WINNER","loser",1,909,"rel"
"707765",24,152,1050,1,"TWICE","once",1,909,"rel"
"707886",7,141,50,1,"CRYSTAL","cuddle",1,910,"un"
"707887",11,207,50,1,"ACHIEVE","math",1,910,"un"
"707889",11,332,50,1,"FANTASTIC","skinny",1,910,"un"
"707893",22,781,50,1,"BOUNDARY","flute",1,910,"un"
"707894",24,549,50,1,"RETURN","robbery",1,910,"un"
"707897",31,545,50,1,"MILLION","illegal",1,910,"un"
"707899",36,409,1050,1,"CONCLUDE","street",1,910,"un"
"707900",37,193,50,1,"GYMNAST","weather",1,910,"un"
"707903",39,156,50,1,"ANTELOPE","awake",1,910,"un"
"707904",40,359,1050,1,"SPLIT","operation",1,910,"un"
"707905",42,353,1050,1,"MEANS","backpack",1,910,"un"
"707906",43,555,1050,1,"MINIMUM","unemploymen",1,910,"un"
"708018",3,536,1050,1,"DINNER","beard",1,910,"un"
"708020",9,1,50,1,"FLIP","dead",1,910,"un"
"708021",9,413,50,1,"CHIPMUNK","cards",1,910,"un"
"708023",12,431,50,1,"PRIME","dirt",1,910,"un"
"708026",20,490,50,1,"MUSTACHE","dolphin",1,910,"un"
"708031",31,427,50,1,"POST","crayon",1,910,"un"
"708033",37,506,1050,1,"ARIGHT","fold",1,910,"un"
"708035",38,209,1050,1,"DETERMINE","constructio",1,910,"un"
"708039",45,813,1050,1,"LITTER","fall",1,910,"un"
"708040",47,400,50,1,"COOKBOOK","novel",1,910,"un"
"708158",1,185,50,1,"PORTION","sample",1,910,"rel"
"708162",11,821,1050,1,"STALL","hold",1,910,"rel"
"708167",30,591,50,1,"SWEAR","promise",1,910,"rel"
"708169",35,240,50,1,"CONDEMN","accuse",1,910,"rel"
"708171",39,368,50,1,"DROWN","suffocate",1,910,"rel"
"708172",41,812,1050,1,"BOUILLON","square",1,910,"rel"
"708175",47,237,50,1,"RETAIN","have",0,910,"rel"
"708274",8,694,50,1,"CUSS","swear",1,910,"rel"
"708275",9,221,50,1,"SHOULDER","arm",1,910,"rel"
"708278",29,62,50,1,"TEAR","rip",1,910,"rel"
"708285",40,769,50,1,"FOSSIL","dinosaur",1,910,"rel"
"708287",46,130,1050,1,"SENTRY","guard",1,910,"rel"
"708402",22,312,1050,1,"MATERIAL","hamburger",1,911,"un"
"708403",23,363,50,1,"BIBLE","yell",1,911,"un"
"708405",24,132,1050,1,"VIKING","ceremony",1,911,"un"
"708518",8,691,50,1,"MINE","park",1,911,"un"
"708520",19,442,1050,1,"FLUFFY","confusion",1,911,"un"
"708523",23,460,1050,1,"MORE","noodles",1,911,"un"
"708525",31,293,50,1,"VULNERABLE","sit",1,911,"un"
"708656",1,206,50,1,"POOR","lonely",1,911,"rel"
"708657",1,670,1050,1,"MAROON","abandon",1,911,"rel"
"708658",1,806,1050,1,"CREW","team",1,911,"rel"
"708661",12,237,1050,1,"UNEQUAL","unfair",1,911,"rel"
"708662",13,797,1050,1,"LIFE","forever",1,911,"rel"
"708664",25,493,1050,1,"UNCLEAR","fog",1,911,"rel"
"708666",28,793,50,1,"TRACE","evidence",1,911,"rel"
"708669",37,613,1050,1,"ANNOUNCE","marriage",1,911,"rel"
"708786",25,135,50,1,"INITIAL","name",1,911,"rel"
"708788",37,827,1050,1,"FREEWAY","highway",1,911,"rel"
"708789",43,364,50,1,"ENTERTAINMENT","television",1,911,"rel"
"708899",4,410,1050,1,"HEEL","crash",1,912,"un"
"708901",21,131,50,1,"ALLIGATOR","sugar",1,912,"un"
"708904",30,570,50,1,"SAUSAGE","front",1,912,"un"
"708905",38,790,50,1,"AIM","president",1,912,"un"
"709040",9,107,50,1,"FLEX","thought",1,912,"un"
"709041",13,286,50,1,"TRIUMPH","strawberry",1,912,"un"
"709042",13,146,50,1,"MAGNIFY","trade",1,912,"un"
"709048",29,363,50,1,"PAIR","operation",1,912,"un"
"709052",37,106,50,1,"TEMPER","wander",1,912,"un"
"709053",37,179,50,1,"HONEY","george",1,912,"un"
"709055",39,553,1050,1,"FOAM","energy",1,912,"un"
"709056",46,369,1050,1,"TOGETHER","scratch",1,912,"un"
"709057",47,424,1050,1,"CORPORATION","lamb",1,912,"un"
"709171",10,14,1050,1,"FORBIDDEN","zone",1,912,"rel"
"709174",25,794,1050,1,"SATAN","silk",1,912,"rel"
"709176",31,77,50,1,"SAP","syrup",1,912,"rel"
"709180",41,768,1050,1,"UNDER","australia",1,912,"rel"
"709314",22,74,1050,1,"GOVERNMENT","politics",1,912,"rel"
"709315",23,532,1050,1,"LEASE","rent",1,912,"rel"
"709318",33,569,1050,1,"COMBINATION","mixture",1,912,"rel"
"709320",39,578,1050,1,"REPRIMAND","punishment",1,912,"rel"
"709321",39,680,1050,1,"CARTON","box",1,912,"rel"
"709424",8,260,1050,1,"CABBAGE","peanut",1,913,"un"
"709425",11,333,50,1,"STUDY","catholic",1,913,"un"
"709428",22,681,50,1,"PITCHER","girls",1,913,"un"
"709431",25,309,50,1,"SKY","cold",1,913,"un"
"709435",38,428,50,1,"DONATION","positive",1,913,"un"
"709436",39,597,1050,1,"SPREAD","grasp",1,913,"un"
"709438",44,767,50,1,"DIRECTION","geek",1,913,"un"
"709439",48,713,50,1,"EXPLODE","extrovert",1,913,"un"
"709440",48,318,1050,1,"PUSHY","chaos",1,913,"un"
"709545",11,550,1050,1,"HURRICANE","busy",1,913,"un"
"709548",14,329,1050,1,"MEASUREMENT","weave",1,913,"un"
"709551",30,250,1050,1,"CAREFUL","ceremony",1,913,"un"
"709552",33,774,1050,1,"PROTECTION","jewish",1,913,"un"
"709553",37,531,1050,1,"PRINCE","navy",1,913,"un"
"709554",39,464,1050,1,"PREPARE","cheap",1,913,"un"
"709555",43,555,1050,1,"EVIDENCE","summer",1,913,"un"
"709676",11,314,50,1,"MOTORCYCLE","danger",1,913,"rel"
"709677",19,808,1050,1,"SPICY","pepper",1,913,"rel"
"709679",38,529,50,1,"BROTHER","mother",1,913,"rel"
"709680",41,681,1050,1,"DIFFER","similar",1,913,"rel"
"709682",43,437,1050,1,"EXPLODE","erupt",1,913,"rel"
"709684",47,434,1050,1,"CHEERLEADER","snob",1,913,"rel"
"709786",11,815,1050,1,"BOWLING","ball",1,913,"rel"
"709788",14,516,50,1,"CHAIRPERSON","leader",1,913,"rel"
"709793",30,111,1050,1,"SIMPLE","easy",0,913,"rel"
"709885",3,388,50,1,"GENTLE","vein",1,914,"un"
"709889",20,388,1050,1,"APPENDAGE","leg",1,914,"un"
"709890",20,369,1050,1,"MULE","britain",1,914,"un"
"709891",22,456,50,1,"REARRANGE","cereal",1,914,"un"
"709897",39,771,1050,1,"DIAGRAM","minor",1,914,"un"
"709997",15,414,50,1,"TAG","wednesday",0,914,"un"
"710000",22,343,1050,1,"HIKE","angel",1,914,"un"
"710002",33,306,50,1,"CONTROL","enter",1,914,"un"
"710005",46,170,1050,1,"BARGAIN","yell",1,914,"un"
"710129",24,402,1050,1,"FOOLISH","silly",1,914,"rel"
"710132",34,358,1050,1,"DEPUTY","assistant",1,914,"rel"
"710135",43,333,50,1,"POPE","god",1,914,"rel"
"710136",46,610,50,1,"TUMBLE","down",1,914,"rel"
"710254",11,323,50,1,"DUMP","garbage",1,914,"rel"
"710255",12,238,1050,1,"VAIN","conceited",1,914,"rel"
"710256",13,180,50,1,"WAR","peace",1,914,"rel"
"710259",25,17,50,1,"BUGLE","horn",1,914,"rel"
"710262",30,519,50,1,"PRESENTATION","speech",1,914,"rel"
"710373",4,107,1050,1,"MELT","adjective",1,915,"un"
"710374",5,538,1050,1,"SPONGE","monthly",1,915,"un"
"710375",12,72,1050,1,"COURAGE","quick",1,915,"un"
"710377",15,145,50,1,"VINE","parts",1,915,"un"
"710378",22,755,50,1,"IVY","husband",1,915,"un"
"710379",25,631,1050,1,"BEYOND","pride",1,915,"un"
"710486",25,170,50,1,"FAME","material",1,915,"un"
"710490",43,331,50,1,"CHOOSE","monkey",1,915,"un"
"710491",45,707,1050,1,"BASKET","driver",1,915,"un"
"710492",46,497,50,1,"ASH","curtains",0,915,"un"
"710619",1,663,1050,1,"UP","elevator",1,915,"rel"
"710620",4,314,1050,1,"CAREER","goal",1,915,"rel"
"710625",14,672,50,1,"TIGER","orange",1,915,"rel"
"710626",21,90,50,1,"ICEBERG","lettuce",0,915,"rel"
"710629",24,715,50,1,"DESERT","cactus",1,915,"rel"
"710631",25,68,50,1,"HEAVY","weight",1,915,"rel"
"710632",37,619,1050,1,"RESPONSIBILIT","duty",1,915,"rel"
"710633",41,221,50,1,"PORTION","sample",1,915,"rel"
"710754",9,124,50,1,"SUMMIT","peak",1,915,"rel"
"710756",17,415,50,1,"CELERY","carrot",1,915,"rel"
"710757",31,242,1050,1,"ROAR","lion",1,915,"rel"
"710758",31,702,50,1,"PIMPLE","zit",1,915,"rel"
"710759",36,370,1050,1,"EVERYDAY","daily",1,915,"rel"
"710761",43,659,1050,1,"GONE","left",1,915,"rel"
"710875",1,618,1050,1,"BOSS","environment",1,916,"un"
"710876",5,547,1050,1,"WED","idiot",1,916,"un"
"710878",11,679,1050,1,"PRINTER","fishing",1,916,"un"
"710879",14,243,1050,1,"PORT","grandma",1,916,"un"
"710881",20,489,50,1,"OFTEN","ax",0,916,"un"
"710884",25,330,50,1,"BANDANNA","feel",1,916,"un"
"710889",44,397,1050,1,"ORNAMENT","shove",1,916,"un"
"710890",47,22,50,1,"LUMBER","tornado",1,916,"un"
"710891",47,213,50,1,"TILL","layer",1,916,"un"
"710994",22,5,1050,1,"SEASONING","definition",0,916,"un"
"710997",29,564,1050,1,"GHETTO","drink",1,916,"un"
"711000",37,380,50,1,"HOLE","path",1,916,"un"
"711001",40,116,1050,1,"NOTHING","hat",1,916,"un"
"711117",4,130,1050,1,"PEROXIDE","blonde",1,916,"rel"
"711122",13,505,1050,1,"NECK","collar",1,916,"rel"
"711127",38,421,50,1,"CURTAINS","closed",1,916,"rel"
"711129",48,659,50,1,"TUB","bucket",1,916,"rel"
"711237",14,568,50,1,"BEG","plead",1,916,"rel"
"711238",14,413,1050,1,"IDOL","billy",1,916,"rel"
