,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
4325,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Vrel,cowboy,4,2,weapon,List2,275,{SL} The cowboy above the sword is falling,,1040.6,299.3,548.8,478.9,299.3,359.2,189.5,p300,Related,Verb,1339.9,1327,548.7,1875.7,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
5352,lighthouse,Unerg,boyUnerg.jpeg,apple,yawn,Nunrel,boy,71,2,building,List4,286,{SL} The boy below the lighthouse is yawning,,1100.5,239.4,199.6,508.8,159.6,678.5,179.6,p300,Unrelated,Noun,1339.9,868,858.1,1726.1,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
4389,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Vrel,pirate,68,4,weapon,List2,275,{SL} The pirate below the gun is coughing,,1130.4,209.5,638.6,588.6,149.7,638.5,1077.6,p300,Related,Verb,1339.9,1376.9,1716.1,3093,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
90,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,90,4,building,List1,201,{SL} The boy below the lighthouse is yawning,,1140.4,199.5,219.5,359.2,79.8,798.2,269.4,p300,Unrelated,Verb,1339.9,658.5,1067.6,1726.1,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
2359,hammer,Unacc,dogUnacc.jpeg,drill,spin,Nrel,dog,55,1,tool,List3,235,{SL} The dog above the hammer is spinning,,1140.4,199.5,409.1,399.1,129.7,449,119.7,p300,Related,Noun,1339.9,937.9,568.7,1506.6,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
5103,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,14,1,weapon,List1,283,{SL} The pirate below the gun is coughing,,1190.2,149.7,548.8,419,129.7,508.9,219.5,p300,Unrelated,Verb,1339.9,1097.5,728.4,1825.9,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
4764,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,59,3,weapon,List5,279,{SL} The clown below the violin is walking,,1200.2,139.7,478.9,469,69.8,638.5,219.5,p300,Related,Verb,1339.9,1017.7,858,1875.7,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
208,table,Unerg,snailUnerg.jpeg,tomato,crawl,Nunrel,snail,16,3,funiture,List3,203,{SL} The snail below the table is crawling,,1210.2,129.7,518.8,449,169.6,658.5,439,p300,Unrelated,Noun,1339.9,1137.4,1097.5,2234.9,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
3366,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,5,1,weapon,List5,265,{SL} The ballerina above the harp is shrinking,,1210.2,129.7,668.5,349.2,89.8,409.1,149.6,p300,Related,Verb,1339.9,1107.5,558.7,1666.2,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
5477,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Vrel,cowboy,4,2,weapon,List6,288,{SL} The cowboy above the piano is falling,,1210.2,129.7,548.8,379.1,139.7,738.3,169.6,p300,Related,Verb,1339.9,1067.6,907.9,1975.5,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
2199,lemon,Unerg,octopusUnerg.jpeg,apple,swim,Nrel,octopus,87,1,fruit,List2,226,{SL} The octopus below the lemon is swimming,,1220.2,119.7,548.8,349.2,79.8,389.1,149.7,p300,Related,Noun,1339.9,977.8,538.8,1516.6,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
5399,harp,Unerg,ballerinaUnerg.jpeg,church,run,Nunrel,ballerina,22,1,instrument,List5,287,{SL} The ballerina above the ax is running,,1220.2,119.7,528.8,329.3,518.8,429,299.3,p300,Unrelated,Noun,1339.9,1376.9,728.3,2105.2,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
812,table,Unerg,snailUnerg.jpeg,dresser,crawl,Nrel,snail,44,2,funiture,List1,209,{SL} The snail below the table is crawling,,1230.2,109.7,379.1,379.2,239.4,1267.2,159.6,p300,Related,Noun,1339.9,997.7,1426.8,2424.5,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
1821,cannon,Unerg,clownUnerg.jpeg,lemon,walk,Nunrel,clown,93,2,weapon,List3,219,{SL} The clown below the canon is walking,,1230.2,109.7,608.6,369.2,119.7,618.6,309.3,p300,Unrelated,Noun,1339.9,1097.5,927.9,2025.4,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
2018,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Vrel,rabbit,2,1,building,List1,225,{SL} The rabbit above the church is shaking,,1230.2,109.7,957.8,598.7,129.7,758.3,159.6,p300,Related,Verb,1339.9,1686.2,917.9,2604.1,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
3406,cannon,Unerg,clownUnerg.jpeg,desk,walk,Nunrel,clown,45,2,weapon,List5,265,{SL} The clown below the violin is walking,,1230.2,109.7,478.9,508.9,89.8,508.8,119.7,p300,Unrelated,Noun,1339.9,1077.6,628.5,1706.1,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4503,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,86,1,weapon,List2,276,{SL} The pirate below the gun is coughing,,1230.2,109.7,478.9,229.5,109.7,399.1,119.8,p300,Unrelated,Verb,1339.9,818.1,518.9,1337,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
2447,lighthouse,Unerg,boyUnerg.jpeg,violin,yawn,Nunrel,boy,47,2,building,List5,253,{SL} The boy below the desk is yawning,,1240.1,99.8,359.2,538.8,99.7,339.3,129.7,p300,Unrelated,Noun,1339.9,997.7,469,1466.7,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
1810,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Vrel,ballerina,82,2,instrument,List3,219,{SL} The ballerina above the harp is running,,1250.1,89.8,678.5,269.4,229.4,548.8,189.6,p300,Related,Verb,1339.9,1177.3,738.4,1915.7,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
4769,table,Unerg,snailUnerg.jpeg,knife,crawl,Nunrel,snail,64,3,funiture,List5,279,{SL} The snail below the castle is crawling,,1250.1,89.8,389.1,359.2,139.7,598.6,189.6,p300,Unrelated,Noun,1339.9,888,788.2,1676.2,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
5208,lighthouse,Unerg,boyUnerg.jpeg,apple,yawn,Nunrel,boy,23,2,building,List2,284,{SL} The boy below the lighthouse is yawning,,1250.1,89.8,429,339.3,109.7,628.6,159.6,p300,Unrelated,Noun,1339.9,878,788.2,1666.2,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
146,tomato,Unerg,penguineUnerg.jpeg,table,sneeze,Nunrel,penguine,50,4,fruit,List2,202,{SL} The penguin below the tomato is sneezing,,1260.1,79.8,498.9,269.4,129.7,538.7,169.7,p300,Unrelated,Noun,1339.9,898,708.4,1606.4,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
1660,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,28,3,instrument,List2,218,{SL} The pirate below the guitar is sinking,,1260.1,79.8,728.4,429,139.7,389.1,219.5,p300,Related,Verb,1339.9,1297.1,608.6,1905.7,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
2111,knife,Unerg,monkeyUnerg.jpeg,spoon,sleep,Nrel,monkey,95,4,tool,List1,225,{SL} The monkey above the knife is sleeping,,1260.1,79.8,488.9,409.1,129.7,419,99.8,p300,Related,Noun,1339.9,1027.7,518.8,1546.5,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
2604,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,12,4,instrument,List8,256,{SL} The pirate below the gun is sinking,,1260.1,79.8,638.6,319.2,79.9,768.2,149.7,p300,Unrelated,Verb,1339.9,1037.7,917.9,1955.6,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4751,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,46,2,fruit,List5,279,{SL} The monkey above the knife is tripping,,1260.1,79.8,498.9,349.2,159.6,359.2,279.4,p300,Unrelated,Verb,1339.9,1007.7,638.6,1646.3,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
2156,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,44,3,instrument,List2,226,{SL} The cowboy above the piano is winking,,1270.1,69.8,299.3,449,189.6,399.1,159.6,p300,Related,Noun,1339.9,937.9,558.7,1496.6,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
2659,gun,Unerg,pirateUnerg.jpeg,piano,cough,Nrel,pirate,67,2,weapon,List8,256,{SL} The pirate below the guitar is coughing,,1270.1,69.8,578.7,249.4,59.9,389.1,119.7,p300,Related,Noun,1339.9,888,508.8,1396.8,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4429,castle,Unacc,snailUnacc.jpeg,knife,melt,Nunrel,snail,12,2,building,List2,276,{SL} The snail below the castle is melting,,1270.1,69.8,389.1,309.3,69.9,508.8,389.1,p300,Unrelated,Noun,1339.9,768.3,897.9,1666.2,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
807,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,39,2,building,List1,209,{SL} The rabbit above the church is shaking,,1280,59.9,339.2,399.1,69.9,518.8,219.5,p300,Unrelated,Verb,1339.9,808.2,738.3,1546.5,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
3642,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,89,2,instrument,List7,267,{SL} The cowboy above the sword is winking,,900,440,470,690,250,440,280,p300,Unrelated,Verb,1340,1410,720,2130,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
3769,dresser,Unacc,chefUnacc.jpeg,chair,drown,Nunrel,chef,24,1,funiture,List5,269,{SL} The chef above the windmill is drowning,,1140,200,1260,520,110,630,170,p300,Unrelated,Noun,1340,1890,800,2690,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
3821,apple,Unerg,dogUnerg.jpeg,yell,bark,Vrel,dog,76,4,fruit,List5,269,{SL} The dog above the hammer is barking,,1160,180,360,280,90,440,160,p300,Related,Verb,1340,730,600,1330,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4605,table,Unerg,snailUnerg.jpeg,dresser,crawl,Nrel,snail,92,2,funiture,List3,277,{SL} The snail below the table is crawling,,1200,140,530,440,110,770,360,p300,Related,Noun,1340,1080,1130,2210,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
2960,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,80,3,funiture,List8,260,{SL} The chef above the windmill is drowning,,930.8,419.1,518.8,808.2,329.2,588.7,209.5,p300,Unrelated,Verb,1349.9,1656.2,798.2,2454.4,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
1610,tomato,Unerg,penguineUnerg.jpeg,table,sneeze,Nunrel,penguine,74,4,fruit,List1,217,{SL} The penguin below the tomato is sneezing,,960.8,389.1,828.1,409.1,439,788.2,429,p300,Unrelated,Noun,1349.9,1676.2,1217.2,2893.4,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
3088,apple,Unerg,dogUnerg.jpeg,drill,bark,Nrel,dog,16,2,fruit,List6,262,{SL} The dog above the hammer is barking,,980.7,369.2,429,289.4,109.7,309.3,439,p300,Related,Noun,1349.9,828.1,748.3,1576.4,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4083,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Vrel,rabbit,50,1,building,List7,272,{SL} The rabbit above the chair is shaking,,1110.4,239.5,329.2,289.4,79.8,568.7,429,p300,Related,Verb,1349.9,698.4,997.7,1696.1,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
4646,violin,Unacc,clownUnacc.jpeg,shake,grow,Vunrel,clown,37,1,instrument,List4,278,{SL} The clown below the violin is growing,,1120.4,229.5,508.8,309.3,79.8,1027.7,279.4,p300,Unrelated,Verb,1349.9,897.9,1307.1,2205,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
877,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,13,2,funiture,List2,210,{SL} The rabbit above the chair is smiling,,1150.3,199.6,498.9,349.2,199.5,658.5,239.5,p300,Related,Verb,1349.9,1047.6,898,1945.6,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
873,dresser,Unacc,chefUnacc.jpeg,float,drown,Vrel,chef,9,2,funiture,List2,210,{SL} The chef above the dresser is drowning,,1160.3,189.6,518.8,199.6,229.4,628.6,329.3,p300,Related,Verb,1349.9,947.8,957.9,1905.7,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
3263,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,94,2,fruit,List7,263,{SL} The monkey above the knife is tripping,,1160.3,189.6,449,319.2,99.8,419.1,249.4,p300,Unrelated,Verb,1349.9,868,668.5,1536.5,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
1622,carrot,Unacc,monkeyUnacc.jpeg,piano,trip,Nunrel,monkey,86,4,fruit,List1,217,{SL} The monkey above the carrot is tripping,,1170.3,179.6,518.8,319.3,169.6,518.8,259.4,p300,Unrelated,Noun,1349.9,1007.7,778.2,1785.9,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
4961,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,64,1,funiture,List7,281,{SL} The snail below the castle is crawling,under,1200.2,149.7,478.9,219.5,249.4,568.7,598.7,p300,Unrelated,Verb,1349.9,947.8,1167.4,2115.2,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4948,cannon,Unerg,clownUnerg.jpeg,harp,walk,Nrel,clown,51,1,weapon,List7,281,{SL} The clown below the violin is walking,under,1210.2,139.7,439,209.5,79.8,339.3,329.2,p300,Related,Noun,1349.9,728.3,668.5,1396.8,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
5157,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,68,3,instrument,List1,283,{SL} The cowboy above the piano is winking,,1210.2,139.7,478.9,498.9,119.7,498.9,269.3,p300,Related,Noun,1349.9,1097.5,768.2,1865.7,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
2269,violin,Unacc,clownUnacc.jpeg,shake,grow,Vunrel,clown,61,1,instrument,List3,227,{SL} The clown below the violin is growing,,1220.2,129.7,409.1,229.4,69.9,548.7,119.8,p300,Unrelated,Verb,1349.9,708.4,668.5,1376.9,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
4476,sword,Unacc,cowboyUnacc.jpeg,ax,fall,Nrel,cowboy,59,4,weapon,List2,276,{SL} The cowboy above the sword is falling,,1220.2,129.7,558.7,219.5,59.9,478.9,169.6,p300,Related,Noun,1349.9,838.1,648.5,1486.6,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
1760,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Vrel,octopus,32,4,tool,List3,219,{SL} The octopus below the spoon is boiling,,1230.2,119.7,798.2,449,99.7,808.2,379.1,p300,Related,Verb,1349.9,1346.9,1187.3,2534.2,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
4438,cannon,Unerg,clownUnerg.jpeg,lemon,walk,Nunrel,clown,21,2,weapon,List2,276,{SL} The clown below the canon is walking,,1230.2,119.7,309.3,279.3,99.8,409.1,179.6,p300,Unrelated,Noun,1349.9,688.4,588.7,1277.1,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
3360,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,95,3,weapon,List8,264,{SL} The cowboy above the piano is falling,,1240.1,109.8,399.1,389.1,149.7,578.6,169.7,p300,Unrelated,Verb,1349.9,937.9,748.3,1686.2,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
4735,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Vunrel,chef,30,2,building,List5,279,{SL} The chef above the drawer is yelling,,1240.1,109.8,458.9,389.2,79.8,598.6,109.8,p300,Unrelated,Verb,1349.9,927.9,708.4,1636.3,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
4987,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,90,2,fruit,List7,281,{SL} The penguin below the drill is sneezing,under,1240.1,109.8,379.1,139.7,59.9,359.2,159.6,p300,Unrelated,Verb,1349.9,578.7,518.8,1097.5,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
2030,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,14,1,weapon,List1,225,{SL} The pirate below the gun is coughing,,1250.1,99.8,808.1,518.9,289.3,568.7,269.4,p300,Unrelated,Verb,1349.9,1616.3,838.1,2454.4,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
2031,lemon,Unerg,octopusUnerg.jpeg,apple,swim,Nrel,octopus,15,1,fruit,List1,225,{SL} The octopus below the lemon is swimming,,1250.1,99.8,758.3,578.6,109.8,788.2,149.7,p300,Related,Noun,1349.9,1446.7,937.9,2384.6,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
3426,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,65,3,tool,List5,265,{SL} The dog above the apple is spinning,,1250.1,99.8,488.9,419,109.8,578.7,788.2,p300,Related,Verb,1349.9,1017.7,1366.9,2384.6,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4229,sword,Unacc,cowboyUnacc.jpeg,sink,fall,Vrel,cowboy,4,2,weapon,List6,274,{SL} The cowboy above the piano is falling,,1250.1,99.8,389.1,349.2,89.8,518.8,139.7,p300,Related,Verb,1349.9,828.1,658.5,1486.6,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
1701,drill,Unacc,penguineUnacc.jpeg,hammer,bounce,Nrel,penguine,69,4,tool,List2,218,{SL} The penguin below the drill is bouncing,,1260.1,89.8,269.4,139.7,89.8,249.4,139.7,p300,Related,Noun,1349.9,498.9,389.1,888,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
380,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,92,3,instrument,List4,204,{SL} The cowboy above the piano is winking,,1270.1,79.8,508.8,389.1,99.8,598.7,369.1,p300,Related,Noun,1349.9,997.7,967.8,1965.5,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
2159,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,47,3,weapon,List2,226,{SL} The cowboy above the sword is falling,,1280,69.9,498.9,319.2,69.9,389.1,179.6,p300,Unrelated,Verb,1349.9,888,568.7,1456.7,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
793,spoon,Unacc,octopusUnacc.jpeg,knife,boil,Nrel,octopus,25,2,tool,List1,209,{SL} The octopus below the spoon is boiling,,1290,59.9,1197.3,389.1,179.6,568.7,169.6,p300,Related,Noun,1349.9,1766,738.3,2504.3,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
834,violin,Unacc,clownUnacc.jpeg,desk,grow,Nunrel,clown,66,3,instrument,List1,209,{SL} The clown below the violin is growing,,1290,59.9,319.3,379.1,209.5,608.6,149.7,p300,Unrelated,Noun,1349.9,907.9,758.3,1666.2,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
3774,guitar,Unacc,pirateUnacc.jpeg,guitar,sink,Nunrel,pirate,29,2,instrument,List5,269,{SL} The pirate below the gun is sinking,,1040,310,620,420,100,280,180,p300,Unrelated,Noun,1350,1140,460,1600,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4546,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,33,4,tool,List3,277,{SL} The dog above the hammer is spinning,,1160,190,290,350,120,640,390,p300,Unrelated,Verb,1350,760,1030,1790,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
3567,desk,Unacc,boyUnacc.jpeg,apple,float,Nunrel,boy,14,3,funiture,List7,267,{SL} The boy below the lighthouse is floating,,1220,130,460,400,60,840,350,p300,Unrelated,Noun,1350,920,1190,2110,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
305,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,17,4,fruit,List4,204,{SL} The octopus below the lemon is swimming,,871,488.9,1227.2,698.4,109.7,399.1,109.8,p300,Unrelated,Verb,1359.9,2035.3,508.9,2544.2,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
1111,violin,Unacc,clownUnacc.jpeg,harp,grow,Nrel,clown,55,2,instrument,List4,212,{SL} The clown below the violin is growing,,890.9,469,558.7,379.1,79.9,548.7,309.3,p300,Related,Noun,1359.9,1017.7,858,1875.7,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
3722,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Vrel,boy,73,3,building,List8,268,{SL} The boy below the desk is yawning,,900.9,459,329.2,349.2,109.8,449,1127.4,p300,Related,Verb,1359.9,788.2,1576.4,2364.6,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
1017,apple,Unerg,dogUnerg.jpeg,yawn,bark,Vunrel,dog,57,1,fruit,List3,211,{SL} The dog above the apple is barking,,910.9,449,329.2,219.5,89.8,259.4,99.8,p300,Unrelated,Verb,1359.9,638.5,359.2,997.7,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
3123,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,51,4,funiture,List6,262,{SL} The boy below the lighthouse is floating,,940.8,419.1,89.8,947.8,329.3,508.8,249.4,p300,Related,Verb,1359.9,1366.9,758.2,2125.1,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
4123,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,90,2,fruit,List7,272,{SL} The penguin below the drill is sneezing,,970.7,389.2,608.6,518.8,139.7,429,129.7,p300,Unrelated,Verb,1359.9,1267.1,558.7,1825.8,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
2754,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,66,4,building,List6,258,{SL} The boy below the desk is yawning,,1020.6,339.3,399.1,249.4,269.4,578.7,169.6,p300,Unrelated,Verb,1359.9,917.9,748.3,1666.2,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
213,spoon,Unacc,octopusUnacc.jpeg,ax,boil,Nunrel,octopus,21,3,tool,List3,203,{SL} The octopus below the spoon is boiling,,1040.6,319.3,698.4,618.6,99.7,538.8,558.7,p300,Unrelated,Noun,1359.9,1416.7,1097.5,2514.2,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
950,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,86,1,weapon,List2,210,{SL} The pirate below the gun is coughing,,1060.5,299.4,518.8,309.3,119.7,478.9,129.7,p300,Unrelated,Verb,1359.9,947.8,608.6,1556.4,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
3092,table,Unerg,snailUnerg.jpeg,church,crawl,Nrel,snail,20,2,funiture,List6,262,{SL} The snail below the castle is crawling,,1070.5,289.4,329.2,279.4,468.9,449,488.9,p300,Related,Noun,1359.9,1077.5,937.9,2015.4,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
3103,tomato,Unerg,penguineUnerg.jpeg,hammer,sneeze,Nrel,penguine,31,3,fruit,List6,262,{SL} The penguin below the drill is sneezing,,1080.5,279.4,558.7,219.5,109.7,269.4,259.4,p300,Related,Noun,1359.9,887.9,528.8,1416.7,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
930,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,66,4,building,List2,210,{SL} The boy below the lighthouse is yawning,,1090.5,269.4,518.8,309.3,69.8,508.9,139.6,p300,Unrelated,Verb,1359.9,897.9,648.5,1546.4,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
1045,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,85,2,funiture,List3,211,{SL} The rabbit above the chair is smiling,,1140.4,219.5,379.1,269.4,99.8,638.5,888,p300,Related,Verb,1359.9,748.3,1526.5,2274.8,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
2180,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Vrel,pirate,68,4,weapon,List2,226,{SL} The pirate below the gun is coughing,,1160.3,199.6,359.1,349.3,109.7,329.3,119.7,p300,Related,Verb,1359.9,818.1,449,1267.1,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
4744,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,39,2,building,List5,279,{SL} The rabbit above the chair is shaking,banny,1180.3,179.6,399.1,259.4,99.7,399.1,89.8,p300,Unrelated,Verb,1359.9,758.2,488.9,1247.1,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
2538,violin,Unacc,clownUnacc.jpeg,lemon,grow,Nunrel,clown,42,3,instrument,List6,254,{SL} The clown below the canon is growing,,1200.2,159.7,788.2,399.1,109.7,548.8,199.5,p300,Unrelated,Noun,1359.9,1297,748.3,2045.3,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
4988,gun,Unerg,pirateUnerg.jpeg,piano,cough,Nrel,pirate,91,2,weapon,List7,281,{SL} The pirate below the guitar is coughing,under,1200.2,159.7,468.9,219.5,59.9,598.6,319.3,p300,Related,Noun,1359.9,748.3,917.9,1666.2,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
5118,guitar,Unacc,pirateUnacc.jpeg,gun,sink,Nunrel,pirate,29,2,instrument,List1,283,{SL} The pirate below the guitar is sinking,,1200.2,159.7,538.7,429.1,109.7,748.3,229.5,p300,Unrelated,Noun,1359.9,1077.5,977.8,2055.3,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
4748,gun,Unerg,pirateUnerg.jpeg,piano,cough,Nrel,pirate,43,2,weapon,List5,279,{SL} The pirate below the guitar is coughing,,1210.2,149.7,498.8,269.4,119.7,319.3,249.5,p300,Related,Noun,1359.9,887.9,568.8,1456.7,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
