,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
1011,cannon,Unerg,clownUnerg.jpeg,gun,walk,Nrel,clown,51,1,weapon,List3,211,{SL} The clown below the canon is walking,,1888.7,139.6,479,209.5,119.7,339.2,99.8,p300,Related,Noun,2028.3,808.2,439,1247.2,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
4405,sword,Unacc,cowboyUnacc.jpeg,drill,fall,Nunrel,cowboy,84,1,weapon,List2,275,{SL} The cowboy above the sword is falling,,1898.6,129.7,528.8,488.9,139.7,478.9,139.7,p300,Unrelated,Noun,2028.3,1157.4,618.6,1776,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
5191,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Vunrel,chef,6,2,building,List2,284,{SL} The chef above the windmill is yelling,,1928.6,99.7,439,409.1,79.8,538.8,119.7,p300,Unrelated,Verb,2028.3,927.9,658.5,1586.4,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
3522,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,65,4,fruit,List6,266,{SL} The octopus below the spoon is swimming,,1938.5,89.8,638.6,429,89.8,369.2,69.8,p300,Unrelated,Verb,2028.3,1157.4,439,1596.4,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4423,windmill,Unerg,chefUnerg.jpeg,sleep,yell,Vunrel,chef,6,2,building,List2,276,{SL} The chef above the windmill is yelling,,1948.5,79.8,259.5,309.3,69.8,468.9,149.7,p300,Unrelated,Verb,2028.3,638.6,618.6,1257.2,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
5613,table,Unerg,snailUnerg.jpeg,dresser,crawl,Nrel,snail,44,2,funiture,List1,289,{SL} The snail below the table is crawling,,1900,130,430,640,1070,660,110,p300,Related,Noun,2030,2140,770,2910,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
306,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,18,4,building,List4,204,{SL} The boy below the lighthouse is yawning,,821.1,1217.2,478.9,1047.7,119.7,508.8,129.7,p300,Unrelated,Verb,2038.3,1646.3,638.5,2284.8,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
2260,drill,Unacc,penguineUnacc.jpeg,sword,bounce,Nunrel,penguine,52,1,tool,List3,227,{SL} The penguin below the drill is bouncing,,1908.6,129.7,459,259.4,149.6,439.1,139.6,p300,Unrelated,Noun,2038.3,868,578.7,1446.7,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
4059,tomato,Unerg,penguineUnerg.jpeg,sword,sneeze,Nunrel,penguine,26,4,fruit,List7,272,{SL} The penguin below the drill is sneezing,,1210.2,838.1,858,518.9,129.7,409,89.8,p300,Unrelated,Noun,2048.3,1506.6,498.8,2005.4,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
5538,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,65,4,fruit,List6,288,{SL} The octopus below the spoon is swimming,,1329.9,718.4,708.4,239.4,179.6,488.9,199.6,p300,Unrelated,Verb,2048.3,1127.4,688.5,1815.9,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
108,castle,Unacc,snailUnacc.jpeg,knife,melt,Nunrel,snail,12,2,building,List2,202,{SL} The snail below the castle is melting,,1489.6,558.7,658.5,279.4,109.7,638.6,149.6,p300,Unrelated,Noun,2048.3,1047.6,788.2,1835.8,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
25,spoon,Unacc,octopusUnacc.jpeg,knife,boil,Nrel,octopus,25,2,tool,List1,201,{SL} The octopus below the spoon is boiling,,1848.8,199.5,658.5,389.1,89.8,768.3,458.9,p300,Related,Noun,2048.3,1137.4,1227.2,2364.6,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
5265,chair,Unerg,rabitUnerg.jpeg,windmill,smile,Nunrel,rabit,80,1,funiture,List2,284,{SL} The rabbit above the chair is smiling,,1908.6,139.7,528.8,289.3,189.6,439,189.6,p300,Unrelated,Noun,2048.3,1007.7,628.6,1636.3,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
3377,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,16,1,funiture,List5,265,{SL} The snail below the castle is crawling,,1938.5,109.8,459,359.1,69.9,1147.4,209.5,p300,Unrelated,Verb,2048.3,888,1356.9,2244.9,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
5040,knife,Unerg,monkeyUnerg.jpeg,piano,sleep,Nunrel,monkey,47,1,tool,List8,282,{SL} The monkey above the carrot is sleeping,,1988.4,59.9,349.2,399.1,109.7,469,89.8,p300,Unrelated,Noun,2048.3,858,558.8,1416.8,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
3749,drill,Unacc,penguineUnacc.jpeg,table,bounce,Nunrel,penguine,4,1,tool,List5,269,{SL} The penguin below the tomato is bouncing,,1890,160,600,320,90,510,610,p300,Unrelated,Noun,2050,1010,1120,2130,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
3209,cannon,Unerg,clownUnerg.jpeg,cough,walk,Vunrel,clown,40,4,weapon,List7,263,{SL} The clown below the violin is walking,,1090.5,967.8,658.5,419,219.5,558.8,159.6,p300,Unrelated,Verb,2058.3,1297,718.4,2015.4,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
972,windmill,Unerg,chefUnerg.jpeg,lighthouse,yell,Nrel,chef,12,3,building,List3,211,{SL} The chef above the windmill is yelling,,1709.1,349.2,319.3,279.3,99.8,548.7,119.8,p300,Related,Noun,2058.3,698.4,668.5,1366.9,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
227,sword,Unacc,cowboyUnacc.jpeg,ax,fall,Nrel,cowboy,35,4,weapon,List3,203,{SL} The cowboy above the sword is falling,,1798.9,259.4,478.9,1087.5,149.7,548.7,229.5,p300,Related,Noun,2058.3,1716.1,778.2,2494.3,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
5296,chair,Unerg,rabitUnerg.jpeg,desk,smile,Nrel,rabit,15,4,funiture,List4,286,{SL} The rabbit above the chair is smiling,,1908.6,149.7,668.5,688.4,89.8,668.5,668.5,p300,Related,Noun,2058.3,1446.7,1337,2783.7,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
2613,drill,Unacc,penguineUnacc.jpeg,carrot,bounce,Nrel,penguine,21,4,tool,List8,256,{SL} The penguin below the tomato is bouncing,,1938.5,119.8,558.7,329.3,109.7,399.1,179.6,p300,Related,Noun,2058.3,997.7,578.7,1576.4,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
5199,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,14,2,tool,List2,284,{SL} The monkey above the knife is sleeping,,1968.5,89.8,409,439,99.8,518.8,199.6,p300,Related,Verb,2058.3,947.8,718.4,1666.2,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
5186,spoon,Unacc,octopusUnacc.jpeg,knife,boil,Nrel,octopus,1,2,tool,List2,284,{SL} The octopus below the spoon is boiling,,1978.5,79.8,1247.1,399.1,179.6,588.7,209.5,p300,Related,Noun,2058.3,1825.8,798.2,2624,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
3725,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,76,3,instrument,List8,268,{SL} The pirate below the gun is sinking,,721.3,1347,458.9,259.4,169.6,279.4,289.3,p300,Related,Verb,2068.3,887.9,568.7,1456.6,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
3155,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Vrel,monkey,83,1,fruit,List6,262,{SL} The monkey above the knife is tripping,,1000.7,1067.6,409,439,179.6,309.3,449,p300,Related,Verb,2068.3,1027.6,758.3,1785.9,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
5313,chair,Unerg,rabitUnerg.jpeg,windmill,smile,Nunrel,rabit,32,1,funiture,List4,286,{SL} The rabbit above the chair is smiling,banny,1539.5,528.8,818.1,389.1,109.8,838.1,189.5,p300,Unrelated,Noun,2068.3,1317,1027.6,2344.6,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
905,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,41,3,tool,List2,210,{SL} The dog above the hammer is spinning,,1739,329.3,179.5,598.7,99.8,419,129.7,p300,Related,Verb,2068.3,878,548.7,1426.7,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
2772,sword,Unacc,cowboyUnacc.jpeg,carrot,fall,Nunrel,cowboy,84,1,weapon,List6,258,{SL} The cowboy above the piano is falling,,1868.7,199.6,488.8,349.2,79.9,498.8,189.6,p300,Unrelated,Noun,2068.3,917.9,688.4,1606.3,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
1033,spoon,Unacc,octopusUnacc.jpeg,knife,boil,Nrel,octopus,73,2,tool,List3,211,{SL} The octopus below the spoon is boiling,,1898.6,169.7,598.6,199.5,139.7,349.2,439,p300,Related,Noun,2068.3,937.8,788.2,1726,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
2273,lighthouse,Unerg,boyUnerg.jpeg,windmill,yawn,Nrel,boy,65,1,building,List3,227,{SL} The boy below the lighthouse is yawning,,1908.6,159.7,279.3,369.2,349.2,528.8,89.8,p300,Related,Noun,2068.3,997.7,618.6,1616.3,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
5269,sword,Unacc,cowboyUnacc.jpeg,drill,fall,Nunrel,cowboy,84,1,weapon,List2,284,{SL} The cowboy above the sword is falling,,1908.6,159.7,339.2,658.5,79.8,399.1,169.6,p300,Unrelated,Noun,2068.3,1077.5,568.7,1646.2,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
843,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,75,4,funiture,List1,209,{SL} The boy below the desk is floating,,2008.4,59.9,199.5,259.4,319.3,1297,199.6,p300,Related,Verb,2068.3,778.2,1496.6,2274.8,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
5620,apple,Unerg,dogUnerg.jpeg,lighthouse,bark,Nunrel,dog,51,3,fruit,List1,289,{SL} The dog above the apple is barking,,1930,140,310,260,90,680,200,p300,Unrelated,Noun,2070,660,880,1540,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
3252,lemon,Unerg,octopusUnerg.jpeg,ax,swim,Nunrel,octopus,83,2,fruit,List7,263,{SL} The octopus below the spoon is swimming,,1000.7,1077.5,668.5,359.2,89.8,468.9,169.6,p300,Unrelated,Noun,2078.2,1117.5,638.5,1756,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
3690,lighthouse,Unerg,boyUnerg.jpeg,chair,yawn,Nrel,boy,41,1,building,List8,268,{SL} The boy below the desk is yawning,,1270.1,808.1,1416.8,439,289.4,588.6,429,p300,Related,Noun,2078.2,2145.2,1017.6,3162.8,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
908,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,44,3,instrument,List2,210,{SL} The cowboy above the piano is winking,,1589.3,488.9,478.9,379.2,89.8,868,977.8,p300,Related,Noun,2078.2,947.9,1845.8,2793.7,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
983,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,23,3,weapon,List3,211,{SL} The cowboy above the sword is falling,,1689.1,389.1,389.1,518.9,59.8,349.2,159.7,p300,Unrelated,Verb,2078.2,967.8,508.9,1476.7,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
3125,dresser,Unacc,chefUnacc.jpeg,lighthouse,drown,Nrel,chef,53,4,funiture,List6,262,{SL} The chef above the windmill is drowning,,1768.9,309.3,309.3,349.2,249.5,209.5,189.6,p300,Related,Noun,2078.2,908,399.1,1307.1,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
23,knife,Unerg,monkeyUnerg.jpeg,castle,sleep,Nunrel,monkey,23,1,tool,List1,201,{SL} The monkey above the knife is sleeping,,1928.6,149.6,558.8,429,99.8,439,179.6,p300,Unrelated,Noun,2078.2,1087.6,618.6,1706.2,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
4982,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,85,2,funiture,List7,281,{SL} The rabbit above the church is smiling,,1928.6,149.6,858.1,409.1,99.7,558.8,99.7,p300,Related,Verb,2078.2,1366.9,658.5,2025.4,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
3388,desk,Unacc,boyUnacc.jpeg,windmill,float,Nrel,boy,27,2,funiture,List5,265,{SL} The boy below the lighthouse is floating,,1998.4,79.8,309.3,987.8,119.7,558.7,159.7,p300,Related,Noun,2078.2,1416.8,718.4,2135.2,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
172,drill,Unacc,penguineUnacc.jpeg,sword,bounce,Nunrel,penguine,76,1,tool,List2,202,{SL} The penguin below the drill is bouncing,,2018.4,59.8,488.9,239.5,139.7,439,279.3,p300,Unrelated,Noun,2078.2,868.1,718.3,1586.4,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
3548,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,91,1,instrument,List6,266,{SL} The cowboy above the sword is winking,,1150.3,937.9,528.8,917.9,828.1,518.9,149.6,p300,Related,Verb,2088.2,2274.8,668.5,2943.3,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
2312,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,8,3,funiture,List3,235,{SL} The chef above the dresser is drowning,,1320,768.2,528.8,638.6,119.7,778.2,279.4,p300,Unrelated,Verb,2088.2,1287.1,1057.6,2344.7,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
4379,windmill,Unerg,chefUnerg.jpeg,chair,yell,Nunrel,chef,58,4,building,List2,275,{SL} The chef above the windmill is yelling,,1679.1,409.1,518.8,379.2,129.7,518.8,299.3,p300,Unrelated,Noun,2088.2,1027.7,818.1,1845.8,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
139,church,Unacc,rabbitUnacc.jpeg,castle,shake,Nrel,rabbit,43,3,building,List2,202,{SL} The rabbit above the church is shaking,,1699.1,389.1,538.8,379.1,59.9,588.6,219.5,p300,Related,Noun,2088.2,977.8,808.1,1785.9,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
5101,sword,Unacc,cowboyUnacc.jpeg,drill,fall,Nunrel,cowboy,12,1,weapon,List1,283,{SL} The cowboy above the sword is falling,,1808.8,279.4,219.5,798.2,89.8,369.2,189.5,p300,Unrelated,Noun,2088.2,1107.5,558.7,1666.2,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
2716,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,28,3,instrument,List6,258,{SL} The pirate below the gun is sinking,,2018.4,69.8,598.6,219.5,109.8,498.9,179.6,p300,Related,Verb,2088.2,927.9,678.5,1606.4,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
854,carrot,Unacc,monkeyUnacc.jpeg,piano,trip,Nunrel,monkey,86,4,fruit,List1,209,{SL} The monkey above the carrot is tripping,,2028.3,59.9,389.1,339.3,79.8,508.8,89.8,p300,Unrelated,Noun,2088.2,808.2,598.6,1406.8,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
3726,ax,Unacc,ballerinaUnacc.jpeg,violin,shrink,Nrel,ballerina,77,3,weapon,List8,268,{SL} The ballerina above the harp is shrinking,,1120.4,977.8,538.8,429,279.4,818.1,289.3,p300,Related,Noun,2098.2,1247.2,1107.4,2354.6,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
2461,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Vunrel,ballerina,61,3,instrument,List5,253,{SL} The ballerina above the ax is running,,1978.5,119.7,508.8,219.5,129.7,309.3,109.8,p300,Unrelated,Verb,2098.2,858,419.1,1277.1,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
1608,chair,Unerg,rabitUnerg.jpeg,swim,smile,Vunrel,rabit,72,3,funiture,List1,217,{SL} The rabbit above the chair is smiling,,930.8,1177.4,518.8,419,99.8,459,199.5,p300,Unrelated,Verb,2108.2,1037.6,658.5,1696.1,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
2287,violin,Unacc,clownUnacc.jpeg,harp,grow,Nrel,clown,79,2,instrument,List3,227,{SL} The clown below the violin is growing,,1529.5,578.7,568.7,259.4,99.8,528.8,159.6,p300,Related,Noun,2108.2,927.9,688.4,1616.3,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
4100,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,67,1,instrument,List7,272,{SL} The cowboy above the sword is winking,,1739,369.2,429,1526.5,89.8,808.2,189.5,p300,Related,Verb,2108.2,2045.3,997.7,3043,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
3363,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Vrel,rabbit,2,1,building,List5,265,{SL} The rabbit above the chair is shaking,,1908.6,199.6,379.1,409.1,89.8,1067.5,109.8,p300,Related,Verb,2108.2,878,1177.3,2055.3,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
56,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,56,3,funiture,List1,201,{SL} The chef above the dresser is drowning,,1968.5,139.7,369.1,359.2,59.9,558.7,229.5,p300,Unrelated,Verb,2108.2,788.2,788.2,1576.4,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
5609,apple,Unerg,dogUnerg.jpeg,lemon,bark,Nrel,dog,40,2,fruit,List1,289,{SL} The dog above the apple is barking,,1980,130,260,290,130,320,110,p300,Related,Noun,2110,680,430,1110,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
3112,table,Unerg,snailUnerg.jpeg,knife,crawl,Nunrel,snail,40,3,funiture,List6,262,{SL} The snail below the castle is crawling,,1090.5,1027.6,369.2,648.5,239.5,339.2,329.3,p300,Unrelated,Noun,2118.1,1257.2,668.5,1925.7,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
2290,harp,Unerg,ballerinaUnerg.jpeg,swim,run,Vrel,ballerina,82,2,instrument,List3,227,{SL} The ballerina above the harp is running,,1988.4,129.7,538.8,269.4,99.8,249.4,179.6,p300,Related,Verb,2118.1,908,429,1337,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
1653,cannon,Unerg,clownUnerg.jpeg,lemon,walk,Nunrel,clown,21,2,weapon,List2,218,{SL} The clown below the canon is walking,,2058.3,59.8,379.2,269.4,199.5,1217.2,219.5,p300,Unrelated,Noun,2118.1,848.1,1436.7,2284.8,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
2891,sword,Unacc,cowboyUnacc.jpeg,guitar,fall,Nrel,cowboy,11,4,weapon,List8,260,{SL} The cowboy above the piano is falling,,791.2,1336.9,578.7,858.1,89.7,658.6,149.6,p300,Related,Noun,2128.1,1526.5,808.2,2334.7,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
1587,apple,Unerg,dogUnerg.jpeg,lighthouse,bark,Nunrel,dog,51,3,fruit,List1,217,{SL} The dog above the apple is barking,,1729,399.1,99.8,498.9,369.1,389.1,299.4,p300,Unrelated,Noun,2128.1,967.8,688.5,1656.3,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
955,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,91,1,instrument,List2,210,{SL} The cowboy above the piano is winking,,1768.9,359.2,409.1,259.4,89.8,508.8,169.7,p300,Related,Verb,2128.1,758.3,678.5,1436.8,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
26,ax,Unacc,ballerinaUnacc.jpeg,float,shrink,Vunrel,ballerina,26,2,weapon,List1,201,{SL} The ballerina above the ax is shrinking,,1908.6,219.5,538.8,409.1,169.6,309.3,79.8,p300,Unrelated,Verb,2128.1,1117.5,389.1,1506.6,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
2292,castle,Unacc,snailUnacc.jpeg,knife,melt,Nunrel,snail,84,2,building,List3,227,{SL} The snail below the castle is melting,,1938.5,189.6,369.2,339.2,229.5,588.6,199.6,p300,Unrelated,Noun,2128.1,937.9,788.2,1726.1,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
3519,carrot,Unacc,monkeyUnacc.jpeg,castle,trip,Nunrel,monkey,62,4,fruit,List6,266,{SL} The monkey above the knife is tripping,,1998.4,129.7,478.9,638.6,818.1,399.1,718.4,p300,Unrelated,Noun,2128.1,1935.6,1117.5,3053.1,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4368,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,47,3,weapon,List2,275,{SL} The cowboy above the sword is falling,,2008.4,119.7,259.4,518.8,339.3,818.1,149.7,p300,Unrelated,Verb,2128.1,1117.5,967.8,2085.3,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
3416,tomato,Unerg,penguineUnerg.jpeg,hammer,sneeze,Nrel,penguine,55,3,fruit,List5,265,{SL} The penguin below the drill is sneezing,,2028.3,99.8,459,289.3,89.8,299.3,59.9,p300,Related,Noun,2128.1,838.1,359.2,1197.3,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
279,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,87,2,building,List3,203,{SL} The rabbit above the church is shaking,,1539.5,598.6,468.9,389.1,199.6,439,139.7,p300,Unrelated,Verb,2138.1,1057.6,578.7,1636.3,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
186,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Vunrel,octopus,90,1,tool,List2,202,{SL} The octopus below the spoon is boiling,,1768.9,369.2,658.5,319.3,119.7,528.8,299.3,p300,Unrelated,Verb,2138.1,1097.5,828.1,1925.6,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
4686,ax,Unacc,ballerinaUnacc.jpeg,sword,shrink,Nrel,ballerina,77,3,weapon,List4,278,{SL} The ballerina above the ax is shrinking,,1838.8,299.3,678.5,309.3,299.3,738.3,229.5,p300,Related,Noun,2138.1,1287.1,967.8,2254.9,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
64,table,Unerg,snailUnerg.jpeg,tomato,crawl,Nunrel,snail,64,3,funiture,List1,201,{SL} The snail below the table is crawling,,1898.6,239.5,429,498.9,379.1,728.4,488.9,p300,Unrelated,Noun,2138.1,1307,1217.3,2524.3,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
5102,violin,Unacc,clownUnacc.jpeg,shake,grow,Vunrel,clown,13,1,instrument,List1,283,{SL} The clown below the violin is growing,,1958.5,179.6,678.5,748.3,99.7,518.8,229.5,p300,Unrelated,Verb,2138.1,1526.5,748.3,2274.8,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
17,lighthouse,Unerg,boyUnerg.jpeg,windmill,yawn,Nrel,boy,17,1,building,List1,201,{SL} The boy below the lighthouse is yawning,,1988.4,149.7,279.4,518.8,69.8,658.5,399.1,p300,Related,Noun,2138.1,868,1057.6,1925.6,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
3609,chair,Unerg,rabitUnerg.jpeg,harp,smile,Nunrel,rabit,56,1,funiture,List7,267,{SL} The rabbit above the church is smiling,,1520,620,260,130,100,600,410,p300,Unrelated,Noun,2140,490,1010,1500,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
3661,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,12,4,instrument,List8,268,{SL} The pirate below the gun is sinking,,1010.7,1137.4,728.3,339.2,149.7,668.5,568.7,p300,Unrelated,Verb,2148.1,1217.2,1237.2,2454.4,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
2591,knife,Unerg,monkeyUnerg.jpeg,piano,sleep,Nunrel,monkey,95,1,tool,List6,254,{SL} The monkey above the carrot is sleeping,,1858.7,289.4,379.1,329.3,319.2,419.1,129.7,p300,Unrelated,Noun,2148.1,1027.6,548.8,1576.4,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
783,lemon,Unerg,octopusUnerg.jpeg,apple,swim,Nrel,octopus,15,1,fruit,List1,209,{SL} The octopus below the lemon is swimming,,1948.5,199.6,458.9,249.5,129.7,389.1,129.7,p300,Related,Noun,2148.1,838.1,518.8,1356.9,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
4420,desk,Unacc,boyUnacc.jpeg,chair,float,Nrel,boy,3,2,funiture,List2,276,{SL} The boy below the desk is floating,,2008.4,139.7,159.6,439,69.9,369.1,199.6,p300,Related,Noun,2148.1,668.5,568.7,1237.2,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
3516,sword,Unacc,cowboyUnacc.jpeg,guitar,fall,Nrel,cowboy,59,4,weapon,List6,266,{SL} The cowboy above the piano is falling,,2038.3,109.8,439,538.8,89.7,439,239.5,p300,Related,Noun,2148.1,1067.5,678.5,1746,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
143,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,47,3,weapon,List2,202,{SL} The cowboy above the sword is falling,,2058.3,89.8,439,947.8,129.7,558.8,329.2,p300,Unrelated,Verb,2148.1,1516.5,888,2404.5,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
2753,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,65,4,fruit,List6,258,{SL} The octopus below the spoon is swimming,,1669.2,488.8,578.7,209.6,119.7,648.5,169.6,p300,Unrelated,Verb,2158,908,818.1,1726.1,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
3676,cannon,Unerg,clownUnerg.jpeg,harp,walk,Nrel,clown,27,1,weapon,List8,268,{SL} The clown below the violin is walking,,1739,419,439.1,269.3,109.8,478.9,149.7,p300,Related,Noun,2158,818.2,628.6,1446.8,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
5332,desk,Unacc,boyUnacc.jpeg,chair,float,Nrel,boy,51,2,funiture,List4,286,{SL} The boy below the desk is floating,,1918.6,239.4,429.1,658.5,119.7,518.8,119.8,p300,Related,Noun,2158,1207.3,638.6,1845.9,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
