,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,X,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
4754,chair,Unerg,rabitUnerg.jpeg,wink,smile,Vrel,rabit,13,2,funiture,List6,176,{SL} The rabbit above the church is smiling,,1439.7,1097.5,718.4,448.9,69.9,548.7,129.7,NA,0,Related,Verb,2537.2,1237.2,678.4,1915.6,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
4755,knife,Unerg,monkeyUnerg.jpeg,yawn,sleep,Vrel,monkey,14,2,tool,List6,176,{SL} The monkey above the carrot is sleeping,,1070.5,79.8,568.7,399.1,69.9,468.9,99.8,NA,0,Related,Verb,1150.3,1037.7,568.7,1606.4,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4790,church,Unacc,rabbitUnacc.jpeg,grow,shake,Vunrel,rabbit,15,2,building,List6,176,{SL} The rabbit above the chair is shaking,,910.9,309.3,229.5,339.2,69.8,508.9,229.5,NA,0,Unrelated,Verb,1220.2,638.5,738.4,1376.9,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
4705,apple,Unerg,dogUnerg.jpeg,drill,bark,Nrel,dog,16,2,fruit,List6,176,{SL} The dog above the hammer is barking,,1170.3,89.8,478.9,688.4,339.3,808.1,169.6,NA,0,Related,Noun,1260.1,1506.6,977.7,2484.3,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4778,piano,Unerg,cowboyUnerg.jpeg,crawl,wink,Vunrel,cowboy,17,2,instrument,List6,176,{SL} The cowboy above the sword is winking,,1339.9,99.8,279.3,688.5,159.6,548.8,129.7,NA,0,Unrelated,Verb,1439.7,1127.4,678.5,1805.9,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4779,tomato,Unerg,penguineUnerg.jpeg,run,sneeze,Vunrel,penguine,18,2,fruit,List6,176,{SL} The penguin below the drill is sneezing,,1439.7,99.8,528.8,299.3,129.7,449,149.6,NA,0,Unrelated,Verb,1539.5,957.8,598.6,1556.4,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
4706,gun,Unerg,pirateUnerg.jpeg,piano,cough,Nrel,pirate,19,2,weapon,List6,176,{SL} The pirate below the guitar is coughing,,1320,838,479,339.2,99.8,778.2,798.2,NA,0,Related,Noun,2158,918,1576.4,2494.4,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4707,table,Unerg,snailUnerg.jpeg,church,crawl,Nrel,snail,20,2,funiture,List6,176,{SL} The snail below the castle is crawling,moving,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4730,cannon,Unerg,clownUnerg.jpeg,desk,walk,Nunrel,clown,21,2,weapon,List6,176,{SL} The clown below the violin is walking,,980.7,109.8,409,289.4,179.6,768.2,199.6,NA,0,Unrelated,Noun,1090.5,878,967.8,1845.8,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4791,carrot,Unacc,monkeyUnacc.jpeg,melt,trip,Vunrel,monkey,22,2,fruit,List6,176,{SL} The monkey above the knife is tripping,verb,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Verb,NA,NA,NA,NA,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4731,lighthouse,Unerg,boyUnerg.jpeg,violin,yawn,Nunrel,boy,23,2,building,List6,176,{SL} The boy below the desk is yawning,,1000.7,129.7,329.2,399.1,249.5,668.4,249.5,NA,0,Unrelated,Noun,1130.4,977.8,917.9,1895.7,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
4743,hammer,Unacc,dogUnacc.jpeg,lighthouse,spin,Nunrel,dog,24,2,tool,List6,176,{SL} The dog above the apple is spinning,,1040.6,129.7,399.1,309.3,269.4,349.2,149.6,NA,0,Unrelated,Noun,1170.3,977.8,498.8,1476.6,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4756,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Vrel,boy,25,3,building,List6,176,{SL} The boy below the desk is yawning,,811.1,89.8,329.3,409,69.9,379.1,129.7,NA,0,Related,Verb,900.9,808.2,508.8,1317,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
4732,gun,Unerg,pirateUnerg.jpeg,gun,cough,Nunrel,pirate,26,3,weapon,List6,176,{SL} The pirate below the guitar is coughing,,1180.3,159.6,389.1,359.2,89.8,468.9,89.8,NA,0,Unrelated,Noun,1339.9,838.1,558.7,1396.8,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4733,apple,Unerg,dogUnerg.jpeg,dresser,bark,Nunrel,dog,27,3,fruit,List6,176,{SL} The dog above the hammer is barking,,1230.2,99.7,339.3,269.3,109.8,409.1,139.7,NA,0,Unrelated,Noun,1329.9,718.4,548.8,1267.2,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4768,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,28,3,instrument,List6,176,{SL} The pirate below the gun is sinking,drowning,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4720,ax,Unacc,ballerinaUnacc.jpeg,violin,shrink,Nrel,ballerina,29,3,weapon,List6,176,{SL} The ballerina above the harp is shrinking,repair,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4757,lemon,Unerg,octopusUnerg.jpeg,run,swim,Vrel,octopus,30,3,fruit,List6,176,{SL} The octopus below the spoon is swimming,repair,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4708,tomato,Unerg,penguineUnerg.jpeg,hammer,sneeze,Nrel,penguine,31,3,fruit,List6,176,{SL} The penguin below the drill is sneezing,,920.9,89.8,558.7,309.3,159.6,638.6,119.7,NA,0,Related,Noun,1010.7,1027.6,758.3,1785.9,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
4792,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,32,3,funiture,List6,176,{SL} The chef above the windmill is drowning,lighthouseó ,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Verb,NA,NA,NA,NA,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4769,castle,Unacc,snailUnacc.jpeg,boil,melt,Vrel,snail,33,3,building,List6,176,{SL} The snail below the table is melting,underneathó below,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
4780,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,34,3,tool,List6,176,{SL} The monkey above the carrot is sleeping,,1060.5,79.9,458.9,548.8,209.5,808.2,778.2,NA,0,Unrelated,Verb,1140.4,1217.2,1586.4,2803.6,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4758,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,35,3,weapon,List6,176,{SL} The clown below the violin is walking,underneathó. Dancing,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4709,windmill,Unerg,chefUnerg.jpeg,table,yell,Nrel,chef,36,3,building,List6,176,{SL} The chef above the drawer is yelling,cabinet,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
4781,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Vunrel,ballerina,37,3,instrument,List6,176,{SL} The ballerina above the ax is running,,801.1,89.8,638.6,389.1,89.8,488.9,189.5,NA,0,Unrelated,Verb,890.9,1117.5,678.4,1795.9,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4744,desk,Unacc,boyUnacc.jpeg,apple,float,Nunrel,boy,38,3,funiture,List6,176,{SL} The boy below the lighthouse is floating,underneathó below,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
4793,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Vunrel,penguine,39,3,tool,List6,176,{SL} The penguin below the tomato is bouncing,,1000.7,99.8,518.8,429,79.8,568.7,199.6,NA,0,Unrelated,Verb,1100.5,1027.6,768.3,1795.9,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
4734,table,Unerg,snailUnerg.jpeg,knife,crawl,Nunrel,snail,40,3,funiture,List6,176,{SL} The snail below the castle is crawling,moving,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4770,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,41,3,tool,List6,176,{SL} The dog above the apple is spinning,,1250.1,99.8,429,429,129.7,598.7,119.7,NA,0,Related,Verb,1349.9,987.7,718.4,1706.1,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4745,violin,Unacc,clownUnacc.jpeg,lemon,grow,Nunrel,clown,42,3,instrument,List6,176,{SL} The clown below the canon is growing,,970.7,1007.8,628.5,379.2,99.7,508.9,189.6,NA,0,Unrelated,Noun,1978.5,1107.4,698.5,1805.9,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
4721,church,Unacc,rabbitUnacc.jpeg,desk,shake,Nrel,rabbit,43,3,building,List6,176,{SL} The rabbit above the chair is shaking,,1220.2,99.8,638.5,748.3,119.7,598.7,109.7,NA,0,Related,Noun,1320,1506.5,708.4,2214.9,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
4710,piano,Unerg,cowboyUnerg.jpeg,ax,wink,Nrel,cowboy,44,3,instrument,List6,176,{SL} The cowboy above the sword is winking,,1599.3,129.7,528.8,309.3,349.2,578.7,159.6,NA,0,Related,Noun,1729,1187.3,738.3,1925.6,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4746,spoon,Unacc,octopusUnacc.jpeg,cannon,boil,Nunrel,octopus,45,3,tool,List6,176,{SL} The octopus below the lemon is boiling,,1300,129.7,628.6,738.3,179.6,439,229.5,NA,0,Unrelated,Noun,1429.7,1546.5,668.5,2215,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
4722,carrot,Unacc,monkeyUnacc.jpeg,spoon,trip,Nrel,monkey,46,3,fruit,List6,176,{SL} The monkey above the knife is tripping,dancing,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4794,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,47,3,weapon,List6,176,{SL} The cowboy above the piano is falling,,1120.4,89.8,478.9,608.6,109.8,798.2,179.6,NA,0,Unrelated,Verb,1210.2,1197.3,977.8,2175.1,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
4782,chair,Unerg,rabitUnerg.jpeg,swim,smile,Vunrel,rabit,48,3,funiture,List6,176,{SL} The rabbit above the church is smiling,,1290,229.5,369.2,448.9,129.7,708.4,149.7,NA,0,Unrelated,Verb,1519.5,947.8,858.1,1805.9,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
4735,piano,Unerg,cowboyUnerg.jpeg,drill,wink,Nunrel,cowboy,49,4,instrument,List6,176,{SL} The cowboy above the sword is winking,,851,79.8,399.1,718.4,159.6,538.8,119.7,NA,0,Unrelated,Noun,930.8,1277.1,658.5,1935.6,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4736,tomato,Unerg,penguineUnerg.jpeg,sword,sneeze,Nunrel,penguine,50,4,fruit,List6,176,{SL} The penguin below the drill is sneezing,,1130.4,89.8,768.2,508.9,89.8,608.6,189.6,NA,0,Unrelated,Noun,1220.2,1366.9,798.2,2165.1,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
4771,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,51,4,funiture,List6,176,{SL} The boy below the lighthouse is floating,,950.8,89.8,628.6,578.6,119.8,917.9,309.3,NA,0,Related,Verb,1040.6,1327,1227.2,2554.2,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
4759,apple,Unerg,dogUnerg.jpeg,yell,bark,Vrel,dog,52,4,fruit,List6,176,{SL} The dog above the hammer is barking,,1369.8,109.8,369.2,259.4,199.5,788.2,209.5,NA,0,Related,Verb,1479.6,828.1,997.7,1825.8,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4723,dresser,Unacc,chefUnacc.jpeg,lighthouse,drown,Nrel,chef,53,4,funiture,List6,176,{SL} The chef above the windmill is drowning,,1220.2,99.8,598.6,778.2,139.7,798.2,289.3,NA,0,Related,Noun,1320,1516.5,1087.5,2604,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
4795,castle,Unacc,snailUnacc.jpeg,trip,melt,Vunrel,snail,54,4,building,List6,176,{SL} The snail below the table is melting,,1040.6,69.8,608.6,658.6,1446.7,548.7,169.6,NA,0,Unrelated,Verb,1110.4,2713.9,718.3,3432.2,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
4747,ax,Unacc,ballerinaUnacc.jpeg,church,shrink,Nunrel,ballerina,55,4,weapon,List6,176,{SL} The ballerina above the harp is shrinking,,1399.8,89.8,788.2,558.7,129.7,459,309.3,NA,0,Unrelated,Noun,1489.6,1476.6,768.3,2244.9,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4772,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Vrel,octopus,56,4,tool,List6,176,{SL} The octopus below the lemon is boiling,,1200.2,209.6,907.9,628.6,119.7,508.8,289.4,NA,0,Related,Verb,1409.8,1656.2,798.2,2454.4,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
4796,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,57,4,tool,List6,176,{SL} The dog above the apple is spinning,,821.1,119.7,389.1,259.4,329.3,678.5,139.6,NA,0,Unrelated,Verb,940.8,977.8,818.1,1795.9,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4737,windmill,Unerg,chefUnerg.jpeg,hammer,yell,Nunrel,chef,58,4,building,List6,176,{SL} The chef above the drawer is yelling,cabinetó shouting,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
4724,sword,Unacc,cowboyUnacc.jpeg,guitar,fall,Nrel,cowboy,59,4,weapon,List6,176,{SL} The cowboy above the piano is falling,,1429.7,99.8,458.9,618.6,119.8,698.4,209.5,NA,0,Related,Noun,1529.5,1197.3,907.9,2105.2,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
4797,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,60,4,instrument,List6,176,{SL} The pirate below the gun is sinking,,1200.2,99.8,598.6,409.1,139.7,688.4,229.5,NA,0,Unrelated,Verb,1300,1147.4,917.9,2065.3,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4773,violin,Unacc,clownUnacc.jpeg,shrink,grow,Vrel,clown,61,4,instrument,List6,176,{SL} The clown below the canon is growing,,1200.2,79.8,568.8,548.7,139.7,738.3,289.4,NA,0,Related,Verb,1280,1257.2,1027.7,2284.9,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
4748,carrot,Unacc,monkeyUnacc.jpeg,castle,trip,Nunrel,monkey,62,4,fruit,List6,176,{SL} The monkey above the knife is tripping,dancing,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4711,chair,Unerg,rabitUnerg.jpeg,castle,smile,Nrel,rabit,63,4,funiture,List6,176,{SL} The rabbit above the church is smiling,repair,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
4783,cannon,Unerg,clownUnerg.jpeg,cough,walk,Vunrel,clown,64,4,weapon,List6,176,{SL} The clown below the violin is walking,dancing,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Verb,NA,NA,NA,NA,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4784,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,65,4,fruit,List6,176,{SL} The octopus below the spoon is swimming,,1429.7,169.6,668.5,598.6,79.9,508.8,159.6,NA,0,Unrelated,Verb,1599.3,1347,668.4,2015.4,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4785,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,66,4,building,List6,176,{SL} The boy below the desk is yawning,,950.8,99.8,339.2,548.7,199.6,658.5,169.6,NA,0,Unrelated,Verb,1050.6,1087.5,828.1,1915.6,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
4749,church,Unacc,rabbitUnacc.jpeg,windmill,shake,Nunrel,rabbit,67,4,building,List6,176,{SL} The rabbit above the chair is shaking,,1429.7,229.5,429,439,99.8,458.9,189.6,NA,0,Unrelated,Noun,1659.2,967.8,648.5,1616.3,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
4760,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Vrel,pirate,68,4,weapon,List6,176,{SL} The pirate below the guitar is coughing,,1629.3,79.8,409,419.1,89.8,558.7,169.6,NA,0,Related,Verb,1709.1,917.9,728.3,1646.2,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4725,drill,Unacc,penguineUnacc.jpeg,carrot,bounce,Nrel,penguine,69,4,tool,List6,176,{SL} The penguin below the tomato is bouncing,,1778.9,79.8,498.9,309.3,89.8,658.5,259.4,NA,0,Related,Noun,1858.7,898,917.9,1815.9,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
4761,table,Unerg,snailUnerg.jpeg,walk,crawl,Vrel,snail,70,4,funiture,List6,176,{SL} The snail below the castle is crawling,moving,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4712,knife,Unerg,monkeyUnerg.jpeg,tomato,sleep,Nrel,monkey,71,4,tool,List6,176,{SL} The monkey above the carrot is sleeping,,1459.6,99.8,628.6,379.1,99.8,568.7,169.6,NA,0,Related,Noun,1559.4,1107.5,738.3,1845.8,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4713,harp,Unerg,ballerinaUnerg.jpeg,sword,run,Nrel,ballerina,72,4,instrument,List6,176,{SL} The ballerina above the ax is running,,1040.6,89.8,828.1,389.1,109.8,1007.7,189.5,NA,0,Related,Noun,1130.4,1327,1197.2,2524.2,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4798,desk,Unacc,boyUnacc.jpeg,shrink,float,Vunrel,boy,73,1,funiture,List6,176,{SL} The boy below the lighthouse is floating,,1020.6,89.8,868.1,598.6,199.5,828.2,209.5,NA,0,Unrelated,Verb,1110.4,1666.2,1037.7,2703.9,0.94,0.409,1.386,long,31692,5704,0.7,1.718,42823,1.733,0.92
4774,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Vrel,rabbit,74,1,building,List6,176,{SL} The rabbit above the chair is shaking,,1280,239.5,359.2,449,79.8,548.7,179.6,NA,0,Related,Verb,1519.5,888,728.3,1616.3,1,0,4.92,short,11238,5292,0.54,2.711,5751,1.086,0.8
4714,cannon,Unerg,clownUnerg.jpeg,harp,walk,Nrel,clown,75,1,weapon,List6,176,{SL} The clown below the violin is walking,dancing,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,0.82,0.858,1.946,long,8571,33093,0.58,2.218,2761,1.896,0.24
4750,drill,Unacc,penguineUnacc.jpeg,table,bounce,Nunrel,penguine,76,1,tool,List6,176,{SL} The penguin below the tomato is bouncing,,1320,79.8,468.9,259.4,109.8,738.3,169.6,NA,0,Unrelated,Noun,1399.8,838.1,907.9,1746,0.98,0.141,2.708,long,8388,4243,0.54,1.736,2222,0.303,0.56
4775,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,77,1,weapon,List6,176,{SL} The ballerina above the harp is shrinking,,1659.2,89.8,1277.1,339.2,139.7,508.8,199.6,NA,0,Related,Verb,1749,1756,708.4,2464.4,0.96,0.388,1.386,short,14170,4085,0.76,1.56,140,1.937,0.92
4762,windmill,Unerg,chefUnerg.jpeg,bark,yell,Vrel,chef,78,1,building,List6,176,{SL} The chef above the drawer is yelling,canibet,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.48,2.095,1.792,long,21173,3322,0.78,0.961,1418,0.774,0.06
4726,hammer,Unacc,dogUnacc.jpeg,lemon,spin,Nrel,dog,79,1,tool,List6,176,{SL} The dog above the apple is spinning,,1439.7,99.8,478.9,538.7,99.8,548.8,129.7,NA,0,Related,Noun,1539.5,1117.4,678.5,1795.9,1,0.029,3.434,long,8241,10683,0.12,3.022,58314,0.995,0.9
4738,chair,Unerg,rabitUnerg.jpeg,harp,smile,Nunrel,rabit,80,1,funiture,List6,176,{SL} The rabbit above the church is smiling,,1140.4,199.5,349.2,339.2,89.8,918,399,NA,0,Unrelated,Noun,1339.9,778.2,1317,2095.2,0.96,0.282,5.215,short,34595,12276,0.46,2.955,5751,1.061,0.11
4786,apple,Unerg,dogUnerg.jpeg,yawn,bark,Vunrel,dog,81,1,fruit,List6,176,{SL} The dog above the hammer is barking,,831.1,119.7,439,419,109.8,638.5,189.6,NA,0,Unrelated,Verb,950.8,967.8,828.1,1795.9,1,0.057,2.485,long,9533,2441,0.7,0.987,58314,0.629,0
4763,tomato,Unerg,penguineUnerg.jpeg,cough,sneeze,Vrel,penguine,82,1,fruit,List6,176,{SL} The penguin below the drill is sneezing,,1369.8,99.8,538.8,279.4,129.7,468.9,309.3,NA,0,Related,Verb,1469.6,947.9,778.2,1726.1,0.63,1.704,2.197,short,16254,540,0.78,1.088,2222,0.689,0.04
4776,carrot,Unacc,monkeyUnacc.jpeg,spin,trip,Vrel,monkey,83,1,fruit,List6,176,{SL} The monkey above the knife is tripping,dancing,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,1,0.057,3.807,long,8773,28399,0.36,3.082,4882,0.815,0.59
4751,sword,Unacc,cowboyUnacc.jpeg,carrot,fall,Nunrel,cowboy,84,1,weapon,List6,176,{SL} The cowboy above the piano is falling,,1479.6,99.8,488.9,419,109.8,578.6,219.5,NA,0,Unrelated,Noun,1579.4,1017.7,798.1,1815.8,1,0.029,3.332,long,19570,46059,0.84,1.114,2826,0.885,0.98
4799,violin,Unacc,clownUnacc.jpeg,shake,grow,Vunrel,clown,85,1,instrument,List6,176,{SL} The clown below the canon is growing,,1060.5,89.8,528.8,299.4,99.7,698.4,179.6,NA,0,Unrelated,Verb,1150.3,927.9,878,1805.9,1,0.111,1.946,long,17678,24803,0.7,1.918,2761,0.179,1
4787,gun,Unerg,pirateUnerg.jpeg,walk,cough,Vunrel,pirate,86,1,weapon,List6,176,{SL} The pirate below the guitar is coughing,,1489.6,79.8,678.4,379.2,458.9,638.6,189.6,NA,0,Unrelated,Verb,1569.4,1516.5,828.2,2344.7,0.98,0.141,2.079,long,12032,2215,0.7,0.987,6292,0.69,0
4715,lemon,Unerg,octopusUnerg.jpeg,knife,swim,Nrel,octopus,87,1,fruit,List6,176,{SL} The octopus below the spoon is swimming,knifeó spoon,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,1,0.029,2.773,short,7344,5116,0.74,1.574,900,0.48,0.11
4788,table,Unerg,snailUnerg.jpeg,wink,crawl,Vunrel,snail,88,1,funiture,List6,176,{SL} The snail below the castle is crawling,moving,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Verb,NA,NA,NA,NA,1,0,3.332,long,22746,3131,0.14,3.728,10191,0,0.74
4716,lighthouse,Unerg,boyUnerg.jpeg,chair,yawn,Nrel,boy,89,1,building,List6,176,{SL} The boy below the desk is yawning,repair,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,1,0,4.522,short,17761,1333,0.82,0.771,42823,1.896,0.18
4800,spoon,Unacc,octopusUnacc.jpeg,fall,boil,Vunrel,octopus,90,1,tool,List6,176,{SL} The octopus below the lemon is boiling,,1389.8,149.7,508.8,279.4,119.7,748.3,199.5,NA,0,Unrelated,Verb,1539.5,907.9,947.8,1855.7,0.96,0.31,2.773,long,8524,3837,0.5,2.319,900,0.656,0.96
4764,piano,Unerg,cowboyUnerg.jpeg,smile,wink,Vrel,cowboy,91,1,instrument,List6,176,{SL} The cowboy above the sword is winking,,1170.3,69.8,488.9,718.4,289.3,1007.7,349.3,NA,0,Related,Verb,1240.1,1496.6,1357,2853.6,0.92,0.522,2.89,short,10243,1494,0.64,1.628,2826,0.35,0.24
4727,castle,Unacc,snailUnacc.jpeg,dresser,melt,Nrel,snail,92,1,building,List6,176,{SL} The snail below the table is melting,,1240.1,89.8,478.9,339.3,99.7,898,249.4,NA,0,Related,Noun,1329.9,917.9,1147.4,2065.3,0.98,0.141,5.464,long,12010,2781,0.16,3.886,10191,0,0.58
4728,guitar,Unacc,pirateUnacc.jpeg,cannon,sink,Nrel,pirate,93,1,instrument,List6,176,{SL} The pirate below the gun is sinking,,1469.6,99.8,478.9,329.3,109.7,419,189.6,NA,0,Related,Noun,1569.4,917.9,608.6,1526.5,0.9,0.687,4.605,short,10904,8579,0.72,1.649,6292,0.592,0.92
4739,harp,Unerg,ballerinaUnerg.jpeg,spoon,run,Nunrel,ballerina,94,1,instrument,List6,176,{SL} The ballerina above the ax is running,,1170.3,99.8,628.5,479,79.8,478.9,219.5,NA,0,Unrelated,Noun,1270.1,1187.3,698.4,1885.7,0.86,0.668,2.303,short,7849,223338,0.84,1.034,140,1.707,0.04
4740,knife,Unerg,monkeyUnerg.jpeg,piano,sleep,Nunrel,monkey,95,1,tool,List6,176,{SL} The monkey above the carrot is sleeping,,1090.5,119.7,508.8,329.3,89.8,628.6,99.7,NA,0,Unrelated,Noun,1210.2,927.9,728.3,1656.2,1,0,2.197,long,13201,25606,0.9,0.606,4882,0.357,0
4752,dresser,Unacc,chefUnacc.jpeg,chair,drown,Nunrel,chef,96,1,funiture,List6,176,{SL} The chef above the windmill is drowning,,1190.2,89.8,658.5,359.2,109.8,678.4,219.5,NA,0,Unrelated,Noun,1280,1127.5,897.9,2025.4,0.93,0.55,2.303,long,12430,1415,0.68,1.912,1418,0.774,1
